                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 2.5276,                 3.9499,                 2.9884,                0.63479,                0.12492,                0.01431,                0.00426,                 2.6189,                 4.8816,                  3.142,              0.0099762,              0.0099762,              0.0099762
                     14,                 2.5214,                 3.8903,                 2.9607,                0.78683,                0.04854,                0.03167,                0.00792,                 2.5896,                 4.4756,                 3.1252,              0.0099743,              0.0099743,              0.0099743
                     15,                 2.4544,                 3.8129,                 2.9403,                 0.7869,                0.09525,                0.04312,                0.01313,                 2.4369,                 4.9994,                 2.9914,              0.0099723,              0.0099723,              0.0099723
                     16,                   2.43,                  3.763,                 2.8895,                0.81076,                0.06874,                0.05322,                0.01563,                 2.4966,                 4.0699,                 3.0189,              0.0099703,              0.0099703,              0.0099703
                     17,                  2.427,                 3.6424,                 2.8789,                0.79594,                 0.0579,                0.04325,                0.01086,                 2.4507,                 3.8069,                 2.9671,              0.0099683,              0.0099683,              0.0099683
                     18,                 2.3922,                 3.5328,                 2.8597,                0.69406,                0.07245,                0.05915,                0.01969,                 2.4799,                 3.7715,                 2.9631,              0.0099663,              0.0099663,              0.0099663
                     19,                 2.3396,                 3.5092,                  2.806,                 0.5791,                0.04422,                0.03316,                0.00933,                 2.6125,                 3.5868,                  3.068,              0.0099644,              0.0099644,              0.0099644
                     20,                 2.2454,                 3.4481,                 2.7445,                0.70543,                0.09446,                0.08962,                  0.032,                 2.3099,                 3.3021,                  2.831,              0.0099624,              0.0099624,              0.0099624
                     21,                 2.2523,                 3.3763,                 2.7273,                0.86599,                0.07246,                0.08773,                 0.0344,                 2.2593,                 3.3769,                 2.8044,              0.0099604,              0.0099604,              0.0099604
                     22,                 2.2048,                    3.3,                 2.6333,                0.68561,                0.11214,                0.08587,                0.03203,                 2.2609,                 3.3662,                 2.8319,              0.0099584,              0.0099584,              0.0099584
                     23,                 2.1174,                 3.2696,                 2.6424,                0.29503,                0.15479,                0.04987,                0.01491,                  2.367,                 3.8224,                 2.8993,              0.0099564,              0.0099564,              0.0099564
                     24,                 2.0842,                 3.1756,                 2.5599,                0.82046,                0.07751,                0.05928,                0.02166,                 2.2812,                 3.5793,                 2.8718,              0.0099545,              0.0099545,              0.0099545
                     25,                   2.11,                 3.1574,                 2.5888,                0.72097,                0.11557,                0.10904,                0.04079,                 2.1884,                 3.1398,                 2.7209,              0.0099525,              0.0099525,              0.0099525
                     26,                  2.034,                 3.0664,                 2.5069,                0.70372,                0.12073,                0.12461,                0.05604,                 2.1659,                 3.4705,                 2.6776,              0.0099505,              0.0099505,              0.0099505
                     27,                 2.0265,                  3.017,                 2.4741,                0.28014,                0.22429,                0.15386,                0.06832,                 2.0765,                 2.9773,                 2.5965,              0.0099485,              0.0099485,              0.0099485
                     28,                 1.9831,                 2.9975,                  2.452,                0.76964,                0.12151,                0.17591,                0.07811,                 2.0323,                 2.9035,                 2.5746,              0.0099465,              0.0099465,              0.0099465
                     29,                 1.9662,                 2.9623,                 2.4423,                 0.6397,                0.19334,                0.16504,                0.06742,                 2.0552,                 2.9417,                 2.6052,              0.0099446,              0.0099446,              0.0099446
                     30,                  1.935,                  2.898,                 2.3865,                0.46347,                0.25546,                 0.2034,                0.08787,                 2.0293,                 2.7545,                 2.5683,              0.0099426,              0.0099426,              0.0099426
                     31,                  1.915,                 2.8672,                 2.3861,                0.69957,                0.18857,                0.19366,                 0.0864,                 1.9626,                 2.7874,                 2.5078,              0.0099406,              0.0099406,              0.0099406
                     32,                 1.9388,                  2.849,                   2.38,                0.46368,                0.23388,                0.20076,                0.09118,                 1.9755,                 2.7199,                 2.4758,              0.0099386,              0.0099386,              0.0099386
                     33,                 1.9016,                 2.8234,                 2.3449,                0.32627,                0.24414,                0.22691,                0.10685,                 1.9409,                 2.6317,                 2.4843,              0.0099366,              0.0099366,              0.0099366
                     34,                 1.8997,                 2.7736,                 2.3303,                0.33177,                0.26083,                0.21996,                  0.105,                  1.934,                 2.6396,                 2.4676,              0.0099347,              0.0099347,              0.0099347
                     35,                 1.8866,                 2.7944,                 2.3107,                0.77464,                0.18778,                0.22839,                 0.1085,                 1.9191,                 2.7703,                 2.4512,              0.0099327,              0.0099327,              0.0099327
                     36,                 1.8747,                 2.7439,                 2.2959,                   0.69,                0.22685,                0.23917,                0.11034,                 1.9049,                 2.6531,                 2.4234,              0.0099307,              0.0099307,              0.0099307
                     37,                 1.8757,                 2.6553,                  2.298,                0.41536,                0.29472,                  0.255,                0.12031,                 1.8989,                 2.4732,                 2.4328,              0.0099287,              0.0099287,              0.0099287
                     38,                 1.8808,                 2.7415,                 2.2908,                0.27448,                0.22525,                0.14547,                0.06282,                 2.1095,                 3.2613,                 2.6822,              0.0099267,              0.0099267,              0.0099267
                     39,                 1.8536,                 2.6629,                 2.2798,                0.48441,                0.22317,                0.24822,                0.11828,                 1.8917,                 2.4919,                 2.3905,              0.0099248,              0.0099248,              0.0099248
                     40,                 1.8848,                 2.6771,                 2.2761,                0.39794,                0.29787,                0.25024,                0.11838,                 1.8871,                 2.4968,                 2.3978,              0.0099228,              0.0099228,              0.0099228
                     41,                 1.8453,                 2.6375,                 2.2245,                0.48734,                0.31793,                0.28328,                0.13784,                 1.8216,                 2.4253,                 2.3364,              0.0099208,              0.0099208,              0.0099208
                     42,                 1.8164,                 2.5564,                 2.2144,                0.40015,                0.30057,                0.23561,                0.11277,                 1.9008,                 2.6293,                  2.409,              0.0099188,              0.0099188,              0.0099188
                     43,                 1.8477,                 2.5785,                 2.2416,                0.78073,                0.24676,                0.29354,                0.14212,                 1.8398,                 2.3998,                 2.3698,              0.0099168,              0.0099168,              0.0099168
                     44,                 1.8104,                 2.5583,                 2.2153,                0.47336,                0.37066,                 0.3292,                 0.1547,                 1.8014,                 2.3074,                 2.3494,              0.0099149,              0.0099149,              0.0099149
                     45,                 1.8083,                 2.5475,                 2.2247,                0.37147,                0.24847,                 0.1658,                0.07144,                 2.0045,                 3.3102,                 2.5659,              0.0099129,              0.0099129,              0.0099129
                     46,                 1.8297,                 2.5678,                 2.2643,                 0.4231,                0.33144,                0.28447,                0.13439,                 1.9109,                 2.4714,                 2.4335,              0.0099109,              0.0099109,              0.0099109
                     47,                  1.815,                  2.483,                 2.2281,                0.61668,                0.29457,                0.31468,                0.15664,                 1.7826,                 2.2361,                 2.3375,              0.0099089,              0.0099089,              0.0099089
                     48,                 1.8049,                 2.5437,                 2.2118,                0.60077,                0.35134,                0.35256,                0.17433,                 1.7681,                 2.2871,                 2.3257,              0.0099069,              0.0099069,              0.0099069
                     49,                 1.8127,                 2.5286,                 2.2123,                0.58576,                0.32858,                0.32675,                0.16028,                 1.8129,                 2.2823,                 2.3393,               0.009905,               0.009905,               0.009905
                     50,                 1.8028,                 2.5162,                 2.1974,                0.49194,                0.35699,                0.35051,                0.17671,                 1.7988,                 2.2094,                 2.3215,               0.009903,               0.009903,               0.009903
                     51,                 1.7853,                 2.4287,                 2.1791,                0.57021,                0.34829,                0.36143,                0.18503,                 1.7497,                 2.1887,                 2.2702,               0.009901,               0.009901,               0.009901
                     52,                 1.8081,                 2.4497,                 2.1697,                0.45902,                0.37138,                0.34326,                0.17506,                 1.7319,                 2.2186,                 2.2639,               0.009899,               0.009899,               0.009899
                     53,                 1.7452,                  2.405,                 2.1497,                0.43702,                0.35886,                0.33951,                0.18182,                 1.7404,                 2.3684,                 2.2528,               0.009897,               0.009897,               0.009897
                     54,                 1.7111,                 2.3802,                 2.1186,                0.51763,                 0.3711,                0.37391,                0.19007,                 1.7559,                 2.1259,                 2.2747,              0.0098951,              0.0098951,              0.0098951
                     55,                 1.7157,                 2.4155,                 2.1159,                0.50755,                0.40177,                0.38164,                0.18791,                 1.7416,                  2.121,                  2.273,              0.0098931,              0.0098931,              0.0098931
                     56,                 1.6923,                 2.3525,                 2.0917,                0.52181,                0.37687,                0.35538,                 0.1875,                 1.7202,                 2.1402,                 2.2494,              0.0098911,              0.0098911,              0.0098911
                     57,                 1.7613,                 2.4374,                 2.1419,                0.59709,                0.36848,                0.38411,                 0.1941,                 1.7559,                 2.1514,                 2.2984,              0.0098891,              0.0098891,              0.0098891
                     58,                 1.7332,                 2.3931,                 2.1246,                0.48753,                0.34106,                0.34098,                0.18466,                 1.6794,                 2.1276,                 2.2058,              0.0098871,              0.0098871,              0.0098871
                     59,                 1.7182,                 2.3337,                 2.1153,                0.47419,                 0.3872,                  0.386,                0.19955,                 1.6982,                 2.0886,                  2.234,              0.0098852,              0.0098852,              0.0098852
                     60,                  1.737,                 2.3059,                 2.0893,                0.60336,                0.36088,                0.41586,                 0.2259,                 1.6533,                 1.9822,                 2.1642,              0.0098832,              0.0098832,              0.0098832
                     61,                 1.6917,                 2.3296,                 2.0898,                0.49836,                0.41258,                0.39993,                0.20853,                 1.6559,                 2.0571,                 2.1879,              0.0098812,              0.0098812,              0.0098812
                     62,                 1.7205,                 2.3604,                  2.105,                0.49138,                0.36488,                 0.3744,                0.19001,                 1.7687,                 2.1294,                 2.3022,              0.0098792,              0.0098792,              0.0098792
                     63,                 1.7038,                 2.3421,                  2.095,                 0.5311,                0.38512,                0.40009,                0.21471,                 1.6475,                 2.0495,                 2.1659,              0.0098772,              0.0098772,              0.0098772
                     64,                  1.709,                 2.3135,                 2.0961,                 0.5767,                0.40361,                0.43159,                0.23371,                 1.6787,                 1.9796,                 2.1834,              0.0098753,              0.0098753,              0.0098753
                     65,                 1.7097,                 2.2659,                 2.0745,                0.71304,                0.40183,                 0.4521,                0.24088,                  1.663,                  1.939,                 2.1723,              0.0098733,              0.0098733,              0.0098733
                     66,                 1.7141,                 2.2741,                 2.0801,                 0.6129,                0.38867,                0.42405,                0.22538,                 1.6491,                 2.0138,                 2.2055,              0.0098713,              0.0098713,              0.0098713
                     67,                 1.7069,                 2.3082,                 2.1098,                0.59594,                0.36954,                0.43962,                0.23763,                 1.6427,                 1.9615,                  2.178,              0.0098693,              0.0098693,              0.0098693
                     68,                 1.6974,                 2.2435,                  2.057,                0.47104,                0.45198,                0.42805,                 0.2328,                 1.6128,                 1.9195,                 2.1258,              0.0098673,              0.0098673,              0.0098673
                     69,                 1.6666,                 2.2377,                 2.0755,                0.66261,                0.35765,                0.44564,                0.24632,                 1.6121,                 1.8945,                 2.1198,              0.0098654,              0.0098654,              0.0098654
                     70,                 1.6838,                  2.214,                 2.0626,                0.57742,                0.41555,                0.47258,                0.24824,                 1.6601,                 1.9045,                 2.1762,              0.0098634,              0.0098634,              0.0098634
                     71,                 1.6468,                 2.1563,                 2.0382,                0.57014,                 0.4386,                0.45704,                0.24273,                 1.6732,                 1.9431,                 2.1949,              0.0098614,              0.0098614,              0.0098614
                     72,                 1.6492,                 2.2081,                 2.0289,                0.50557,                0.50948,                0.45772,                0.25642,                 1.6178,                 1.8658,                 2.1152,              0.0098594,              0.0098594,              0.0098594
                     73,                 1.6312,                 2.1251,                  2.006,                0.51997,                0.43154,                0.45911,                0.24767,                 1.6278,                 1.9451,                 2.1465,              0.0098574,              0.0098574,              0.0098574
                     74,                 1.6637,                 2.1889,                 2.0534,                 0.5912,                0.46551,                0.49193,                0.26746,                 1.6613,                 1.8608,                 2.1686,              0.0098555,              0.0098555,              0.0098555
                     75,                 1.6871,                 2.2031,                 2.0592,                0.60798,                0.44613,                0.50577,                0.27481,                 1.6565,                 1.9491,                 2.1569,              0.0098535,              0.0098535,              0.0098535
                     76,                 1.6369,                 2.1523,                 2.0064,                0.59377,                 0.4227,                0.46221,                0.24958,                 1.6143,                  1.902,                 2.1212,              0.0098515,              0.0098515,              0.0098515
                     77,                 1.6587,                   2.12,                 2.0299,                0.65808,                0.45617,                0.51395,                0.28674,                 1.5235,                 1.7442,                  2.038,              0.0098495,              0.0098495,              0.0098495
                     78,                 1.6147,                 2.1006,                 1.9861,                0.64671,                0.51424,                0.54862,                0.31963,                 1.5234,                 1.6962,                 2.0223,              0.0098475,              0.0098475,              0.0098475
                     79,                 1.6311,                 2.1098,                 2.0076,                0.67527,                0.48335,                0.54079,                0.31823,                 1.5464,                 1.6983,                 2.0358,              0.0098456,              0.0098456,              0.0098456
                     80,                 1.5948,                 2.0596,                 1.9816,                0.58907,                0.50877,                 0.5353,                0.31352,                 1.5188,                 1.7139,                 2.0177,              0.0098436,              0.0098436,              0.0098436
                     81,                 1.5947,                 2.0782,                 1.9891,                0.56767,                0.48581,                0.49136,                0.27282,                 1.5997,                 1.8159,                 2.0841,              0.0098416,              0.0098416,              0.0098416
                     82,                 1.6153,                 2.0543,                  1.983,                0.64751,                0.52563,                0.54648,                0.31215,                 1.5188,                 1.6753,                 2.0257,              0.0098396,              0.0098396,              0.0098396
                     83,                 1.5922,                 2.0327,                 1.9944,                0.55764,                0.48963,                0.51771,                0.28517,                 1.5972,                 1.8015,                 2.1089,              0.0098376,              0.0098376,              0.0098376
                     84,                 1.5961,                 2.0409,                 1.9605,                0.49306,                0.50431,                  0.518,                0.29054,                 1.5944,                 1.7672,                 2.1116,              0.0098357,              0.0098357,              0.0098357
                     85,                 1.5932,                 2.0801,                 1.9771,                0.60172,                0.53908,                0.54903,                0.32215,                 1.4895,                 1.6766,                 1.9946,              0.0098337,              0.0098337,              0.0098337
                     86,                 1.6053,                  2.011,                 1.9697,                0.72607,                0.51291,                0.58123,                0.33069,                 1.4963,                 1.6106,                 2.0071,              0.0098317,              0.0098317,              0.0098317
                     87,                 1.5847,                 2.0137,                 1.9589,                0.68007,                0.47714,                0.55996,                0.31912,                  1.538,                 1.6498,                 2.0243,              0.0098297,              0.0098297,              0.0098297
                     88,                  1.547,                  1.989,                 1.9195,                0.59045,                0.53784,                0.55097,                0.30945,                 1.5237,                 1.6719,                 2.0459,              0.0098277,              0.0098277,              0.0098277
                     89,                 1.5647,                 2.0186,                 1.9243,                0.65887,                0.52191,                0.58116,                 0.3365,                   1.49,                  1.599,                 1.9905,              0.0098258,              0.0098258,              0.0098258
                     90,                 1.5498,                  1.966,                 1.9325,                0.67417,                0.53719,                 0.5752,                0.33098,                 1.5377,                 1.6129,                 2.0427,              0.0098238,              0.0098238,              0.0098238
                     91,                 1.5866,                 2.0286,                 1.9478,                0.68646,                0.48838,                0.58733,                0.34474,                 1.4418,                 1.5255,                  1.952,              0.0098218,              0.0098218,              0.0098218
                     92,                 1.5521,                 1.9621,                 1.9365,                0.67868,                0.47722,                0.57693,                0.34437,                 1.4521,                 1.5436,                 1.9666,              0.0098198,              0.0098198,              0.0098198
                     93,                 1.5842,                 2.0086,                 1.9581,                 0.5248,                0.54221,                0.57043,                0.34502,                 1.4588,                 1.5694,                 1.9804,              0.0098178,              0.0098178,              0.0098178
                     94,                 1.5264,                 1.9199,                 1.9085,                0.70415,                0.54682,                0.61023,                0.36114,                 1.4337,                  1.526,                 1.9408,              0.0098159,              0.0098159,              0.0098159
                     95,                 1.5041,                 1.9138,                 1.8818,                0.72007,                0.54821,                0.61385,                 0.3658,                  1.436,                 1.5308,                 1.9405,              0.0098139,              0.0098139,              0.0098139
                     96,                 1.5114,                  1.847,                 1.8903,                0.72186,                0.55914,                0.62114,                0.37189,                 1.4224,                 1.5425,                 1.9223,              0.0098119,              0.0098119,              0.0098119
                     97,                 1.5567,                 1.8932,                 1.9077,                0.69639,                0.51156,                0.58327,                0.32958,                 1.4877,                 1.6096,                 1.9609,              0.0098099,              0.0098099,              0.0098099
                     98,                 1.5135,                 1.8963,                 1.8746,                0.61957,                0.59698,                 0.6151,                0.36152,                 1.4409,                 1.4946,                  1.908,              0.0098079,              0.0098079,              0.0098079
                     99,                 1.5386,                 1.8805,                  1.915,                0.74431,                 0.5485,                0.61179,                0.36047,                 1.4524,                 1.5065,                 1.9349,               0.009806,               0.009806,               0.009806
                    100,                   1.52,                 1.8518,                  1.903,                0.58925,                0.60225,                0.65106,                0.38953,                  1.407,                 1.4331,                  1.887,               0.009804,               0.009804,               0.009804
                    101,                 1.5077,                 1.8312,                 1.8831,                0.64996,                0.62465,                0.69123,                 0.4226,                 1.3889,                 1.3864,                 1.8787,               0.009802,               0.009802,               0.009802
                    102,                 1.5522,                 1.9289,                 1.9002,                0.69856,                0.56636,                0.64593,                0.38088,                 1.4799,                 1.4654,                 1.9716,                 0.0098,                 0.0098,                 0.0098
                    103,                 1.5043,                 1.8502,                 1.8955,                0.64231,                0.63716,                0.63921,                0.37508,                 1.4655,                 1.5348,                 1.9867,               0.009798,               0.009798,               0.009798
                    104,                 1.5153,                 1.8463,                 1.8895,                0.67278,                0.57885,                0.64605,                0.39019,                 1.4198,                 1.4184,                 1.9041,              0.0097961,              0.0097961,              0.0097961
                    105,                 1.5204,                  1.817,                 1.8964,                 0.6609,                0.67209,                0.72118,                0.44551,                 1.3635,                 1.3258,                 1.8536,              0.0097941,              0.0097941,              0.0097941
                    106,                 1.4929,                 1.8126,                  1.842,                 0.6747,                0.63298,                0.66938,                0.41451,                  1.389,                 1.3835,                 1.8868,              0.0097921,              0.0097921,              0.0097921
                    107,                 1.5222,                 1.8081,                 1.8717,                0.72258,                0.62363,                0.69287,                0.41465,                 1.3922,                 1.3297,                 1.8608,              0.0097901,              0.0097901,              0.0097901
                    108,                 1.4833,                  1.826,                 1.8727,                0.57883,                0.64406,                0.67243,                0.41816,                  1.341,                 1.3291,                 1.8274,              0.0097881,              0.0097881,              0.0097881
                    109,                 1.5061,                 1.8567,                 1.8948,                0.62091,                0.68546,                0.68578,                0.41345,                 1.3319,                 1.3789,                 1.8292,              0.0097862,              0.0097862,              0.0097862
                    110,                 1.4723,                 1.7686,                 1.8319,                0.73213,                0.60675,                0.66751,                0.41784,                 1.3422,                 1.3278,                  1.845,              0.0097842,              0.0097842,              0.0097842
                    111,                 1.4781,                 1.7689,                  1.847,                0.68656,                0.65138,                0.70255,                0.44187,                 1.3638,                 1.3981,                 1.8578,              0.0097822,              0.0097822,              0.0097822
                    112,                 1.4506,                 1.6656,                  1.824,                0.79215,                0.62487,                0.72261,                0.45827,                 1.3329,                 1.3233,                 1.8242,              0.0097802,              0.0097802,              0.0097802
                    113,                 1.4915,                  1.791,                 1.8725,                0.69126,                0.65261,                0.71591,                  0.459,                 1.2938,                 1.3218,                 1.7934,              0.0097782,              0.0097782,              0.0097782
                    114,                 1.4892,                  1.805,                   1.86,                0.69473,                0.66732,                0.71699,                0.45011,                 1.3395,                 1.3115,                 1.8375,              0.0097763,              0.0097763,              0.0097763
                    115,                 1.4835,                 1.7654,                 1.8339,                 0.7884,                0.58032,                0.71651,                0.44994,                 1.3344,                 1.2976,                 1.8365,              0.0097743,              0.0097743,              0.0097743
                    116,                 1.4591,                 1.6986,                 1.8249,                0.65541,                0.67111,                0.74029,                0.45413,                 1.3341,                 1.2942,                 1.8305,              0.0097723,              0.0097723,              0.0097723
                    117,                 1.4716,                 1.7365,                 1.8458,                0.72435,                 0.6813,                0.75585,                0.47874,                 1.3039,                  1.252,                 1.8109,              0.0097703,              0.0097703,              0.0097703
                    118,                  1.444,                 1.7263,                 1.8204,                0.70654,                0.72083,                0.75546,                0.48841,                 1.2884,                 1.2208,                 1.7866,              0.0097683,              0.0097683,              0.0097683
                    119,                 1.4263,                 1.7183,                 1.8258,                0.67616,                0.66362,                0.70951,                0.44733,                 1.3254,                 1.2549,                 1.8181,              0.0097664,              0.0097664,              0.0097664
                    120,                 1.4556,                 1.7182,                 1.8205,                0.77912,                0.70611,                0.77594,                0.49599,                 1.2828,                   1.22,                   1.78,              0.0097644,              0.0097644,              0.0097644
                    121,                 1.4377,                 1.6803,                 1.8071,                0.76067,                0.63045,                0.72368,                 0.4593,                 1.3475,                 1.3043,                 1.8359,              0.0097624,              0.0097624,              0.0097624
                    122,                 1.4622,                 1.7115,                  1.804,                0.74425,                0.69947,                0.74559,                0.47226,                 1.2917,                  1.238,                 1.8037,              0.0097604,              0.0097604,              0.0097604
                    123,                 1.4272,                 1.6851,                 1.8055,                0.68291,                0.69731,                0.72236,                0.45757,                 1.3454,                 1.2181,                 1.8098,              0.0097584,              0.0097584,              0.0097584
                    124,                  1.407,                 1.6531,                 1.7961,                0.77183,                0.68886,                 0.7573,                0.48853,                 1.2599,                 1.1998,                 1.7469,              0.0097565,              0.0097565,              0.0097565
                    125,                 1.4208,                 1.6781,                  1.779,                0.80734,                0.64922,                0.76395,                0.49539,                 1.2717,                 1.2119,                 1.7491,              0.0097545,              0.0097545,              0.0097545
                    126,                 1.4737,                 1.7189,                  1.829,                0.75937,                0.68165,                0.75253,                0.48565,                 1.2755,                 1.2365,                 1.7642,              0.0097525,              0.0097525,              0.0097525
                    127,                 1.4312,                 1.6574,                 1.7998,                0.72396,                0.69189,                0.74439,                0.47906,                 1.2695,                 1.1987,                 1.7584,              0.0097505,              0.0097505,              0.0097505
                    128,                 1.3825,                 1.5732,                 1.7576,                0.82527,                0.65813,                0.75784,                0.48368,                 1.2611,                  1.228,                 1.7514,              0.0097485,              0.0097485,              0.0097485
                    129,                 1.4024,                 1.6724,                 1.7732,                0.74762,                0.69399,                 0.7721,                0.51644,                 1.2192,                  1.161,                  1.703,              0.0097466,              0.0097466,              0.0097466
                    130,                 1.3944,                 1.6403,                  1.769,                0.67686,                0.67266,                0.71696,                0.45479,                 1.3368,                 1.3659,                 1.8252,              0.0097446,              0.0097446,              0.0097446
                    131,                  1.418,                  1.615,                 1.7839,                0.79611,                0.73991,                0.80077,                0.53253,                 1.1919,                  1.142,                   1.69,              0.0097426,              0.0097426,              0.0097426
                    132,                 1.3808,                 1.5777,                 1.7547,                0.73805,                0.73175,                0.78846,                0.53169,                   1.21,                 1.1195,                 1.7084,              0.0097406,              0.0097406,              0.0097406
