                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    198,                 1.1749,                 1.2371,                 1.5539,                0.86806,                0.90159,                0.93894,                0.71559,                0.91741,                0.75498,                 1.4198,              0.0096099,              0.0096099,              0.0096099
                    199,                 1.2001,                 1.2835,                 1.5825,                0.86153,                0.90363,                0.93976,                0.71387,                0.94143,                0.75167,                 1.4354,               0.009608,               0.009608,               0.009608
                    200,                 1.1858,                 1.2494,                 1.5524,                0.90063,                0.88375,                0.94398,                0.71709,                0.91126,                0.78513,                 1.4027,               0.009606,               0.009606,               0.009606
                    201,                 1.1428,                 1.1536,                 1.5225,                0.89395,                0.90367,                0.94822,                0.73138,                0.91654,                0.72793,                 1.4044,               0.009604,               0.009604,               0.009604
                    202,                 1.1573,                 1.1723,                 1.5342,                0.88136,                 0.8458,                0.94052,                0.71625,                0.92518,                0.74131,                 1.4057,               0.009602,               0.009602,               0.009602
                    203,                 1.1492,                  1.216,                 1.5372,                 0.8509,                0.88299,                0.93635,                0.71688,                 0.9269,                0.74226,                 1.4129,                 0.0096,                 0.0096,                 0.0096
                    204,                 1.1776,                 1.2696,                  1.559,                0.83788,                0.89097,                 0.9278,                0.70732,                0.90584,                 0.7719,                 1.3929,              0.0095981,              0.0095981,              0.0095981
                    205,                 1.2112,                 1.2693,                  1.579,                0.87247,                0.85341,                 0.9195,                 0.6927,                0.91737,                 0.7693,                 1.4069,              0.0095961,              0.0095961,              0.0095961
                    206,                 1.1844,                 1.2385,                  1.563,                0.89043,                0.89039,                0.94146,                0.71854,                0.88696,                0.77031,                 1.3737,              0.0095941,              0.0095941,              0.0095941
                    207,                 1.1659,                 1.2069,                 1.5554,                0.88277,                0.85192,                0.93579,                0.70205,                0.96291,                0.80598,                 1.4413,              0.0095921,              0.0095921,              0.0095921
                    208,                 1.1472,                 1.2028,                 1.5381,                0.86841,                0.87272,                0.93782,                0.71717,                0.92792,                 0.7591,                 1.4169,              0.0095901,              0.0095901,              0.0095901
                    209,                 1.1489,                 1.1929,                  1.534,                0.89538,                0.88327,                0.94874,                0.72831,                0.90482,                0.75762,                 1.3915,              0.0095882,              0.0095882,              0.0095882
                    210,                 1.1455,                 1.2015,                 1.5234,                0.86942,                 0.8948,                0.94401,                0.72051,                0.90179,                0.77045,                 1.3906,              0.0095862,              0.0095862,              0.0095862
                    211,                 1.1685,                 1.2215,                 1.5314,                0.86671,                 0.8996,                0.94538,                0.73604,                0.88507,                0.72485,                 1.3703,              0.0095842,              0.0095842,              0.0095842
                    212,                   1.15,                 1.2106,                 1.5312,                0.87463,                0.89955,                0.93964,                0.72983,                0.87728,                 0.7527,                 1.3731,              0.0095822,              0.0095822,              0.0095822
                    213,                 1.1698,                 1.2491,                 1.5493,                0.86649,                0.88395,                0.93819,                0.72097,                0.91486,                0.76537,                 1.3955,              0.0095802,              0.0095802,              0.0095802
                    214,                 1.1492,                 1.1754,                 1.5385,                0.90538,                0.85598,                0.94354,                0.72388,                0.91646,                0.73917,                 1.4103,              0.0095783,              0.0095783,              0.0095783
                    215,                 1.1288,                 1.1854,                 1.5152,                 0.8641,                0.91113,                0.94626,                0.73269,                0.89386,                0.71824,                 1.3736,              0.0095763,              0.0095763,              0.0095763
                    216,                  1.149,                 1.1947,                 1.5281,                0.85805,                0.92968,                0.95111,                0.74003,                0.88125,                0.75621,                 1.3689,              0.0095743,              0.0095743,              0.0095743
                    217,                 1.1604,                 1.1992,                 1.5321,                0.87751,                0.89942,                0.94939,                0.73213,                 0.9122,                 0.7561,                   1.39,              0.0095723,              0.0095723,              0.0095723
                    218,                 1.1683,                 1.2209,                  1.537,                0.91189,                0.84395,                0.94979,                0.73717,                0.89213,                0.74961,                 1.3773,              0.0095703,              0.0095703,              0.0095703
                    219,                 1.1184,                 1.1718,                 1.4988,                0.89379,                 0.9035,                0.95427,                0.74903,                0.85768,                 0.7148,                 1.3499,              0.0095684,              0.0095684,              0.0095684
                    220,                 1.1158,                 1.1478,                 1.4978,                0.86979,                0.91596,                0.94329,                0.73737,                0.86116,                0.71655,                 1.3445,              0.0095664,              0.0095664,              0.0095664
                    221,                 1.1426,                 1.1892,                 1.5225,                0.88996,                0.92271,                0.95257,                 0.7399,                 0.8894,                0.73168,                 1.3592,              0.0095644,              0.0095644,              0.0095644
                    222,                  1.128,                 1.1812,                 1.4984,                0.88157,                0.91727,                0.95009,                0.74058,                0.89595,                0.73671,                 1.3807,              0.0095624,              0.0095624,              0.0095624
                    223,                 1.1111,                 1.2002,                 1.4942,                0.87865,                0.91571,                0.94726,                0.72897,                0.91012,                0.73211,                 1.3987,              0.0095604,              0.0095604,              0.0095604
                    224,                 1.1155,                  1.165,                 1.5083,                0.89583,                0.88411,                0.94337,                0.73401,                0.87195,                0.75032,                 1.3584,              0.0095585,              0.0095585,              0.0095585
                    225,                 1.1194,                   1.18,                 1.5035,                0.91733,                 0.9049,                0.95455,                0.74225,                0.84741,                0.72091,                 1.3377,              0.0095565,              0.0095565,              0.0095565
                    226,                 1.1359,                 1.1591,                 1.5114,                0.89781,                0.88876,                0.94956,                0.73568,                0.88442,                0.71546,                 1.3654,              0.0095545,              0.0095545,              0.0095545
                    227,                 1.0989,                 1.1406,                 1.4752,                 0.9187,                0.92139,                0.96708,                0.75587,                0.85766,                0.67687,                 1.3466,              0.0095525,              0.0095525,              0.0095525
                    228,                 1.0951,                 1.1267,                 1.4625,                0.89446,                0.92553,                0.96186,                0.75291,                0.86691,                0.68052,                 1.3556,              0.0095505,              0.0095505,              0.0095505
                    229,                 1.0982,                 1.1366,                 1.4832,                0.91259,                0.93204,                0.96752,                0.76603,                 0.8385,                0.68662,                 1.3201,              0.0095486,              0.0095486,              0.0095486
                    230,                 1.0841,                 1.1129,                 1.4593,                0.90312,                0.89548,                0.95329,                0.75131,                0.85853,                0.68634,                 1.3376,              0.0095466,              0.0095466,              0.0095466
                    231,                 1.0963,                 1.1297,                 1.4717,                0.91849,                0.91765,                0.96215,                0.75772,                 0.8756,                0.72087,                 1.3441,              0.0095446,              0.0095446,              0.0095446
                    232,                 1.0971,                 1.1451,                 1.4697,                0.92092,                0.90624,                0.96357,                0.76573,                0.82842,                0.66193,                 1.3205,              0.0095426,              0.0095426,              0.0095426
                    233,                 1.0796,                 1.0846,                 1.4716,                0.88812,                0.91145,                0.96159,                0.76349,                0.83289,                0.67754,                 1.3181,              0.0095406,              0.0095406,              0.0095406
                    234,                 1.0966,                    1.1,                 1.4728,                0.90474,                0.89618,                0.96097,                 0.7594,                0.85458,                0.67751,                 1.3356,              0.0095387,              0.0095387,              0.0095387
                    235,                 1.0956,                 1.1292,                 1.4791,                0.91423,                0.87302,                0.94319,                 0.7467,                0.86935,                0.71733,                 1.3443,              0.0095367,              0.0095367,              0.0095367
                    236,                 1.0803,                 1.1119,                 1.4457,                0.87807,                0.94342,                0.96515,                0.76815,                0.83517,                 0.6798,                 1.3145,              0.0095347,              0.0095347,              0.0095347
                    237,                 1.0871,                  1.124,                 1.4615,                0.92837,                0.91744,                0.96562,                0.76739,                0.85831,                0.64897,                  1.331,              0.0095327,              0.0095327,              0.0095327
                    238,                  1.094,                  1.087,                 1.4582,                0.90716,                0.92605,                0.95847,                0.75841,                0.85076,                0.67504,                 1.3235,              0.0095307,              0.0095307,              0.0095307
                    239,                 1.0915,                 1.1158,                 1.4777,                0.91327,                 0.9297,                 0.9663,                0.75979,                0.84511,                 0.6782,                 1.3227,              0.0095288,              0.0095288,              0.0095288
                    240,                   1.09,                 1.1167,                 1.4796,                0.90059,                  0.926,                0.95933,                0.75146,                0.84484,                0.67618,                 1.3463,              0.0095268,              0.0095268,              0.0095268
                    241,                  1.107,                 1.1029,                 1.4564,                0.88431,                0.92233,                0.95243,                0.75408,                0.81401,                0.66823,                 1.2998,              0.0095248,              0.0095248,              0.0095248
                    242,                 1.0779,                 1.1267,                 1.4613,                 0.8955,                0.94884,                0.96219,                0.77235,                0.80373,                0.64766,                 1.3001,              0.0095228,              0.0095228,              0.0095228
                    243,                 1.0556,                 1.0576,                 1.4368,                0.88428,                0.92821,                0.95622,                0.76559,                0.81225,                0.68348,                 1.3043,              0.0095208,              0.0095208,              0.0095208
                    244,                  1.075,                 1.0814,                 1.4556,                0.86363,                  0.928,                0.95156,                0.76116,                0.82449,                 0.6635,                 1.3082,              0.0095189,              0.0095189,              0.0095189
                    245,                  1.122,                 1.1375,                 1.4799,                0.92616,                0.92627,                0.96275,                0.77227,                0.79551,                0.63012,                 1.2934,              0.0095169,              0.0095169,              0.0095169
                    246,                 1.0866,                 1.0932,                 1.4602,                0.91362,                0.92334,                 0.9649,                0.77005,                0.80342,                0.66238,                 1.2954,              0.0095149,              0.0095149,              0.0095149
                    247,                  1.075,                 1.0995,                 1.4546,                0.92094,                0.93546,                0.96987,                0.78528,                0.80215,                0.66571,                 1.2839,              0.0095129,              0.0095129,              0.0095129
                    248,                  1.038,                 1.0605,                 1.4251,                0.91985,                 0.9269,                0.96598,                0.76802,                0.80506,                0.64147,                 1.2842,              0.0095109,              0.0095109,              0.0095109
                    249,                 1.0514,                 1.0839,                 1.4404,                0.93053,                 0.9186,                 0.9703,                0.78354,                 0.7845,                0.61726,                  1.276,               0.009509,               0.009509,               0.009509
                    250,                 1.0834,                 1.0628,                 1.4603,                0.93726,                0.91923,                0.96787,                0.78246,                0.79257,                0.62582,                 1.2805,               0.009507,               0.009507,               0.009507
                    251,                   1.06,                 1.0885,                 1.4354,                0.93908,                 0.8926,                0.96608,                0.78521,                 0.7664,                0.63272,                 1.2575,               0.009505,               0.009505,               0.009505
                    252,                 1.0507,                 1.0636,                 1.4401,                0.90188,                0.89964,                0.96358,                0.76905,                0.80991,                0.64063,                  1.289,               0.009503,               0.009503,               0.009503
                    253,                    1.1,                 1.1163,                 1.4703,                0.90908,                0.92961,                 0.9659,                0.77714,                0.77524,                0.66226,                  1.263,               0.009501,               0.009501,               0.009501
                    254,                 1.0596,                 1.0751,                 1.4471,                0.90121,                0.93668,                0.96573,                0.77727,                0.78874,                0.67778,                 1.2772,              0.0094991,              0.0094991,              0.0094991
                    255,                  1.032,                 1.0286,                 1.4257,                0.91671,                0.94366,                0.97257,                0.78974,                0.76997,                0.63318,                 1.2616,              0.0094971,              0.0094971,              0.0094971
                    256,                 1.0775,                 1.0772,                 1.4374,                0.91844,                0.92003,                0.96785,                0.77864,                0.80118,                0.64792,                 1.2798,              0.0094951,              0.0094951,              0.0094951
                    257,                 1.0398,                 1.0565,                 1.4173,                0.89342,                0.92603,                0.96525,                0.77836,                0.80961,                0.64586,                 1.2903,              0.0094931,              0.0094931,              0.0094931
                    258,                 1.0209,                 1.0478,                 1.4029,                 0.8961,                0.93946,                0.96148,                  0.785,                0.78164,                0.64004,                  1.263,              0.0094911,              0.0094911,              0.0094911
                    259,                 1.0389,                 1.0326,                 1.4157,                0.91704,                0.94235,                 0.9625,                0.78555,                0.76878,                0.61365,                 1.2567,              0.0094892,              0.0094892,              0.0094892
                    260,                 1.0603,                 1.0681,                 1.4311,                0.92919,                0.92121,                0.96523,                0.78024,                0.78768,                0.61768,                 1.2724,              0.0094872,              0.0094872,              0.0094872
                    261,                  1.049,                 1.0597,                 1.4297,                0.91103,                0.92118,                0.96417,                0.77651,                 0.7882,                0.64117,                 1.2732,              0.0094852,              0.0094852,              0.0094852
                    262,                 1.0132,                 1.0253,                 1.3956,                 0.9245,                0.90256,                0.96368,                0.77612,                0.78961,                0.63352,                 1.2683,              0.0094832,              0.0094832,              0.0094832
                    263,                 1.0568,                  1.033,                 1.4388,                 0.9119,                0.93126,                0.97347,                0.78343,                  0.782,                0.64258,                 1.2573,              0.0094812,              0.0094812,              0.0094812
                    264,                 1.0329,                 1.0404,                 1.4129,                0.91218,                 0.9408,                0.97164,                0.79581,                0.75332,                0.61655,                 1.2389,              0.0094793,              0.0094793,              0.0094793
                    265,                 1.0366,                  1.046,                 1.4181,                 0.8851,                0.94086,                0.96596,                0.78395,                0.79327,                0.61859,                 1.2711,              0.0094773,              0.0094773,              0.0094773
                    266,                 1.0463,                 1.0759,                 1.4237,                0.94369,                0.91594,                 0.9743,                 0.7913,                0.78519,                0.60704,                 1.2634,              0.0094753,              0.0094753,              0.0094753
                    267,                 1.0179,                  1.029,                 1.4078,                0.88677,                0.95648,                0.97062,                  0.791,                0.77177,                0.61046,                 1.2531,              0.0094733,              0.0094733,              0.0094733
                    268,                 1.0342,                 1.0365,                 1.4112,                0.92578,                0.92612,                0.97407,                0.79532,                0.75822,                0.60366,                  1.245,              0.0094713,              0.0094713,              0.0094713
                    269,                 1.0347,                 1.0267,                 1.4035,                0.90075,                0.94824,                0.97378,                0.79395,                0.76421,                0.61335,                 1.2402,              0.0094694,              0.0094694,              0.0094694
                    270,                 1.0242,                  1.032,                 1.4051,                0.92092,                0.92802,                0.96795,                0.78366,                0.76319,                0.59021,                 1.2374,              0.0094674,              0.0094674,              0.0094674
                    271,                 1.0493,                 1.0726,                 1.4244,                0.93322,                0.92611,                0.97359,                0.78093,                0.79082,                0.61696,                 1.2661,              0.0094654,              0.0094654,              0.0094654
                    272,                 1.0115,                 1.0216,                 1.4011,                0.91629,                0.94347,                 0.9709,                0.77316,                0.79869,                0.63064,                 1.2773,              0.0094634,              0.0094634,              0.0094634
                    273,                 1.0347,                 1.0052,                 1.4158,                0.89126,                 0.9673,                0.97122,                0.79572,                0.75705,                0.60294,                  1.237,              0.0094614,              0.0094614,              0.0094614
                    274,                 1.0155,                 1.0163,                 1.3831,                0.91612,                0.93507,                0.96858,                0.79653,                0.74579,                0.58272,                 1.2244,              0.0094595,              0.0094595,              0.0094595
                    275,                 1.0289,                 1.0124,                 1.3925,                0.89661,                0.92686,                0.96396,                0.78915,                0.74717,                0.59675,                  1.225,              0.0094575,              0.0094575,              0.0094575
                    276,                 1.0071,                0.99382,                  1.402,                0.91965,                 0.9523,                0.97418,                0.80851,                0.72342,                0.60159,                 1.2071,              0.0094555,              0.0094555,              0.0094555
                    277,                 0.9958,                 1.0215,                 1.3783,                 0.9362,                0.93381,                0.97552,                0.80475,                0.73232,                0.57721,                 1.2176,              0.0094535,              0.0094535,              0.0094535
                    278,                  0.993,                0.97885,                 1.3727,                0.91136,                0.93991,                0.97127,                0.80934,                0.73081,                0.59455,                  1.216,              0.0094515,              0.0094515,              0.0094515
                    279,                0.99716,                 1.0093,                 1.3853,                0.92106,                0.95761,                0.97287,                0.81621,                0.71905,                 0.5919,                 1.2061,              0.0094496,              0.0094496,              0.0094496
                    280,                 1.0196,                 1.0546,                 1.3999,                0.91982,                0.96191,                0.97505,                0.80977,                0.71377,                0.60494,                 1.2003,              0.0094476,              0.0094476,              0.0094476
                    281,                0.97225,                  0.977,                 1.3544,                 0.9157,                0.94261,                0.96946,                0.79566,                0.75076,                0.61858,                 1.2177,              0.0094456,              0.0094456,              0.0094456
                    282,                 1.0172,                 1.0035,                 1.3931,                0.91545,                0.92655,                0.97481,                0.80121,                0.73699,                0.59816,                 1.2155,              0.0094436,              0.0094436,              0.0094436
                    283,                 0.9942,                0.98133,                 1.3681,                0.89437,                 0.9492,                0.97312,                0.81418,                0.72169,                0.57313,                 1.2044,              0.0094416,              0.0094416,              0.0094416
                    284,                 1.0362,                 1.0424,                 1.4127,                0.93045,                0.96178,                0.97391,                0.80966,                0.72969,                0.59253,                 1.2143,              0.0094397,              0.0094397,              0.0094397
                    285,                0.97629,                0.97529,                 1.3587,                0.92476,                0.93252,                 0.9747,                 0.7964,                0.75026,                0.58774,                 1.2308,              0.0094377,              0.0094377,              0.0094377
                    286,                0.99366,                0.98906,                 1.3805,                0.91341,                0.93054,                0.96735,                0.79398,                0.73447,                0.59791,                 1.2197,              0.0094357,              0.0094357,              0.0094357
                    287,                0.99272,                 1.0209,                 1.3844,                0.92493,                0.91594,                0.96998,                0.79783,                0.73438,                0.60365,                 1.2082,              0.0094337,              0.0094337,              0.0094337
                    288,                0.96248,                0.95059,                 1.3635,                0.95158,                0.90989,                0.97615,                0.79921,                0.72521,                 0.5883,                 1.1975,              0.0094317,              0.0094317,              0.0094317
                    289,                 1.0125,                0.99253,                 1.3938,                0.94376,                0.93861,                0.97435,                0.79798,                 0.7312,                0.59332,                 1.2095,              0.0094298,              0.0094298,              0.0094298
                    290,                0.99703,                0.99183,                 1.3852,                 0.9328,                0.95053,                0.97366,                0.79932,                0.72419,                0.60483,                 1.2152,              0.0094278,              0.0094278,              0.0094278
                    291,                0.99383,                0.98087,                 1.3688,                0.94131,                0.93005,                0.97271,                 0.8056,                0.72144,                0.57637,                 1.2085,              0.0094258,              0.0094258,              0.0094258
                    292,                0.98331,                0.95946,                 1.3574,                0.93143,                0.93856,                0.97807,                 0.8141,                0.69561,                0.55375,                 1.1861,              0.0094238,              0.0094238,              0.0094238
                    293,                  1.007,                0.97548,                 1.3786,                0.92454,                0.95677,                0.97764,                0.81179,                0.71013,                0.56473,                 1.1854,              0.0094218,              0.0094218,              0.0094218
                    294,                0.98598,                0.95366,                 1.3673,                0.92364,                 0.9605,                0.97678,                0.80496,                0.72516,                 0.5741,                 1.2093,              0.0094199,              0.0094199,              0.0094199
                    295,                0.98182,                0.99103,                 1.3861,                0.92834,                0.94772,                0.97981,                0.81225,                0.70216,                 0.5627,                 1.1884,              0.0094179,              0.0094179,              0.0094179
                    296,                0.98571,                0.95343,                  1.362,                0.91349,                0.92649,                0.97007,                 0.8018,                0.71907,                0.59144,                 1.1988,              0.0094159,              0.0094159,              0.0094159
                    297,                 1.0142,                0.97151,                 1.3884,                0.94867,                0.94226,                0.97907,                0.81661,                  0.703,                0.57301,                 1.1873,              0.0094139,              0.0094139,              0.0094139
                    298,                0.99592,                0.95931,                 1.3698,                0.93988,                0.95037,                0.97988,                0.81415,                0.70335,                0.57568,                  1.183,              0.0094119,              0.0094119,              0.0094119
                    299,                0.97154,                0.95562,                 1.3487,                0.95184,                0.93864,                 0.9735,                0.81769,                0.69519,                0.55966,                 1.1852,                0.00941,                0.00941,                0.00941
                    300,                0.94581,                0.93153,                  1.333,                0.91968,                 0.9379,                0.96765,                 0.8096,                 0.6949,                0.59465,                 1.1816,               0.009408,               0.009408,               0.009408
                    301,                0.98324,                0.97689,                 1.3856,                0.91293,                0.96458,                0.97727,                0.81992,                0.69428,                0.56045,                 1.1808,               0.009406,               0.009406,               0.009406
                    302,                0.95667,                0.92559,                  1.329,                0.92173,                0.96013,                0.97712,                0.81758,                0.69502,                0.56734,                 1.1808,               0.009404,               0.009404,               0.009404
                    303,                0.97513,                0.94698,                 1.3613,                0.92582,                0.96377,                0.97784,                0.82517,                0.68541,                0.56835,                 1.1746,               0.009402,               0.009402,               0.009402
                    304,                0.96904,                0.95167,                 1.3549,                0.94014,                0.95822,                0.98119,                0.82848,                0.68081,                0.54409,                 1.1683,              0.0094001,              0.0094001,              0.0094001
                    305,                0.96371,                0.94416,                 1.3525,                0.94386,                0.95093,                0.98262,                0.81932,                0.70264,                0.53974,                 1.1852,              0.0093981,              0.0093981,              0.0093981
                    306,                0.98513,                0.95948,                   1.36,                0.93476,                0.94142,                 0.9806,                0.82012,                0.70451,                0.56708,                 1.1855,              0.0093961,              0.0093961,              0.0093961
                    307,                 1.0062,                0.94345,                 1.3707,                0.91285,                0.96752,                0.98028,                0.81957,                 0.6959,                 0.5651,                 1.1855,              0.0093941,              0.0093941,              0.0093941
                    308,                0.94678,                0.91023,                 1.3232,                0.93608,                0.94531,                0.98063,                0.82453,                0.66387,                 0.5476,                  1.162,              0.0093921,              0.0093921,              0.0093921
                    309,                0.94463,                0.92898,                 1.3359,                0.94616,                 0.9495,                0.98192,                0.82555,                0.66118,                0.51908,                 1.1554,              0.0093902,              0.0093902,              0.0093902
                    310,                0.95413,                0.92253,                 1.3437,                0.93008,                0.96154,                0.97833,                0.81317,                0.69975,                0.54933,                 1.1759,              0.0093882,              0.0093882,              0.0093882
                    311,                0.94207,                0.91905,                 1.3222,                0.93088,                0.95694,                0.97892,                0.82275,                0.68049,                 0.5341,                 1.1564,              0.0093862,              0.0093862,              0.0093862
                    312,                0.94718,                 0.9097,                 1.3238,                 0.9438,                0.95819,                0.97899,                0.81335,                0.69569,                0.55405,                 1.1651,              0.0093842,              0.0093842,              0.0093842
                    313,                0.97881,                0.97721,                 1.3498,                0.92768,                0.94441,                0.97795,                0.81486,                0.68491,                0.56589,                 1.1528,              0.0093822,              0.0093822,              0.0093822
                    314,                0.94759,                0.94547,                 1.3414,                0.90512,                0.96338,                0.97683,                0.80854,                0.69811,                0.57983,                 1.1713,              0.0093803,              0.0093803,              0.0093803
                    315,                0.95884,                0.94583,                 1.3614,                0.94803,                0.94509,                0.97834,                 0.7984,                0.71541,                0.56451,                  1.191,              0.0093783,              0.0093783,              0.0093783
                    316,                0.96052,                0.93849,                 1.3271,                0.91991,                0.96435,                0.97554,                0.81671,                0.68918,                0.55815,                 1.1655,              0.0093763,              0.0093763,              0.0093763
                    317,                 0.9704,                0.93605,                 1.3405,                0.90648,                0.94899,                 0.9713,                0.81955,                 0.6795,                0.59546,                 1.1644,              0.0093743,              0.0093743,              0.0093743
                    318,                0.96145,                0.91794,                 1.3479,                 0.9364,                0.96722,                0.97926,                 0.8191,                0.67249,                0.57193,                 1.1586,              0.0093723,              0.0093723,              0.0093723
                    319,                0.94748,                0.93188,                 1.3495,                0.92109,                0.95633,                0.97953,                0.82287,                0.66608,                0.56091,                 1.1568,              0.0093704,              0.0093704,              0.0093704
                    320,                0.92791,                0.91734,                 1.3248,                0.93747,                 0.9626,                0.98138,                 0.8245,                0.68353,                0.53367,                 1.1684,              0.0093684,              0.0093684,              0.0093684
                    321,                0.96286,                0.92504,                 1.3434,                0.91577,                0.96666,                0.97696,                0.82061,                0.68096,                0.52958,                 1.1621,              0.0093664,              0.0093664,              0.0093664
                    322,                0.93148,                0.91886,                 1.3201,                 0.9226,                0.94888,                0.97907,                0.83089,                0.65861,                0.53648,                 1.1371,              0.0093644,              0.0093644,              0.0093644
                    323,                0.95009,                0.92208,                 1.3322,                0.91897,                0.96077,                 0.9761,                0.81741,                0.68375,                0.57413,                 1.1687,              0.0093624,              0.0093624,              0.0093624
                    324,                0.93994,                0.91102,                 1.3359,                0.93642,                 0.9504,                0.97836,                0.83355,                0.67937,                0.55533,                 1.1586,              0.0093605,              0.0093605,              0.0093605
                    325,                  0.928,                0.90889,                 1.3237,                0.92131,                 0.9508,                0.97406,                0.81587,                0.68605,                 0.5661,                 1.1606,              0.0093585,              0.0093585,              0.0093585
                    326,                0.95344,                 0.9313,                 1.3585,                0.92048,                0.96225,                0.97594,                0.81505,                0.68515,                0.55345,                 1.1702,              0.0093565,              0.0093565,              0.0093565
                    327,                0.94518,                0.92188,                 1.3288,                0.93349,                0.95918,                0.98338,                0.84153,                0.65299,                 0.5192,                 1.1508,              0.0093545,              0.0093545,              0.0093545
                    328,                0.94583,                0.91852,                 1.3483,                0.91871,                0.96206,                0.98263,                0.83392,                0.66431,                0.52621,                 1.1526,              0.0093525,              0.0093525,              0.0093525
                    329,                0.96338,                0.92168,                 1.3443,                0.95295,                0.96773,                0.98421,                0.83176,                0.66636,                0.52835,                  1.148,              0.0093506,              0.0093506,              0.0093506
                    330,                 0.9503,                0.94618,                 1.3568,                0.95053,                0.94188,                0.97835,                0.82323,                0.69091,                0.54728,                 1.1671,              0.0093486,              0.0093486,              0.0093486
                    331,                 0.9223,                0.91426,                  1.334,                0.94898,                0.95004,                0.98323,                0.84006,                0.64432,                0.53641,                 1.1294,              0.0093466,              0.0093466,              0.0093466
