                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    219,                 1.0866,                 1.1278,                 1.4635,                0.89057,                0.90895,                0.95211,                0.75107,                0.86328,                0.69326,                 1.3249,              0.0095684,              0.0095684,              0.0095684
                    220,                 1.1089,                 1.1385,                 1.4735,                0.89534,                0.91445,                0.95073,                0.74318,                0.86368,                0.69632,                 1.3244,              0.0095664,              0.0095664,              0.0095664
                    221,                 1.1269,                 1.1765,                 1.5026,                0.91551,                 0.8708,                0.94471,                0.74215,                0.84724,                0.74499,                 1.3214,              0.0095644,              0.0095644,              0.0095644
                    222,                 1.1362,                 1.1623,                 1.4934,                 0.8969,                0.89387,                0.94766,                0.74957,                0.83652,                0.70648,                  1.301,              0.0095624,              0.0095624,              0.0095624
                    223,                 1.1127,                 1.1923,                 1.4922,                0.88372,                 0.8996,                0.94508,                0.73874,                0.86618,                 0.7274,                 1.3278,              0.0095604,              0.0095604,              0.0095604
                    224,                  1.092,                 1.1528,                 1.4747,                 0.8883,                0.90594,                0.94879,                0.75172,                0.82845,                0.71095,                 1.2927,              0.0095585,              0.0095585,              0.0095585
                    225,                 1.1178,                 1.1586,                 1.5073,                0.89271,                0.87401,                 0.9468,                0.74824,                0.83444,                0.69624,                 1.3087,              0.0095565,              0.0095565,              0.0095565
                    226,                 1.1084,                 1.1575,                 1.4934,                0.90439,                0.93673,                0.95942,                 0.7549,                 0.8428,                0.69665,                 1.3259,              0.0095545,              0.0095545,              0.0095545
                    227,                 1.1108,                 1.1114,                 1.4785,                0.89007,                0.92167,                0.95979,                0.75908,                0.84882,                0.66915,                 1.3231,              0.0095525,              0.0095525,              0.0095525
                    228,                 1.0913,                 1.1203,                 1.4533,                0.90838,                0.90658,                 0.9531,                0.75309,                 0.8686,                0.68064,                 1.3393,              0.0095505,              0.0095505,              0.0095505
                    229,                 1.0923,                 1.1219,                 1.4707,                0.89869,                0.91548,                0.95653,                0.74989,                0.85082,                0.66737,                 1.3205,              0.0095486,              0.0095486,              0.0095486
                    230,                 1.0769,                 1.0712,                 1.4465,                0.91754,                 0.9149,                0.96354,                0.76811,                0.81303,                0.64111,                 1.2928,              0.0095466,              0.0095466,              0.0095466
                    231,                 1.0786,                 1.0838,                 1.4592,                0.90169,                0.92311,                0.95475,                0.75398,                0.84349,                0.70478,                  1.306,              0.0095446,              0.0095446,              0.0095446
                    232,                 1.0867,                 1.1185,                 1.4651,                0.90721,                0.93432,                0.96244,                0.77052,                0.82904,                0.66342,                 1.3004,              0.0095426,              0.0095426,              0.0095426
                    233,                 1.0774,                 1.0823,                 1.4599,                0.89294,                0.92323,                0.95977,                0.77261,                0.80258,                0.66528,                 1.2765,              0.0095406,              0.0095406,              0.0095406
                    234,                 1.0674,                 1.1073,                 1.4406,                0.89581,                0.92319,                0.95553,                0.76481,                0.81672,                 0.6559,                 1.2843,              0.0095387,              0.0095387,              0.0095387
                    235,                  1.067,                 1.0918,                 1.4401,                0.92141,                0.91408,                0.95563,                0.76115,                0.83099,                0.65792,                 1.2889,              0.0095367,              0.0095367,              0.0095367
                    236,                 1.0903,                 1.0913,                 1.4534,                0.92049,                0.92402,                0.96434,                0.75977,                0.84047,                0.68735,                 1.2899,              0.0095347,              0.0095347,              0.0095347
                    237,                 1.0813,                  1.107,                 1.4483,                0.90211,                0.93691,                0.95662,                0.76786,                0.81839,                0.66444,                 1.2749,              0.0095327,              0.0095327,              0.0095327
                    238,                 1.0985,                 1.0827,                 1.4579,                0.88294,                0.90658,                0.95442,                0.76553,                0.83812,                0.67197,                 1.3034,              0.0095307,              0.0095307,              0.0095307
                    239,                  1.072,                 1.0894,                 1.4529,                 0.9018,                0.91524,                0.96158,                0.76735,                0.82844,                0.68986,                  1.303,              0.0095288,              0.0095288,              0.0095288
                    240,                 1.0756,                  1.096,                 1.4602,                0.91333,                0.92726,                0.95905,                0.76605,                0.81772,                0.69046,                 1.2864,              0.0095268,              0.0095268,              0.0095268
                    241,                 1.0924,                 1.1001,                 1.4339,                0.87327,                0.93685,                0.95945,                0.76205,                0.84951,                 0.6788,                 1.3074,              0.0095248,              0.0095248,              0.0095248
                    242,                 1.0712,                 1.0918,                  1.441,                0.92149,                0.91153,                0.96347,                0.76621,                0.81554,                 0.6367,                 1.2819,              0.0095228,              0.0095228,              0.0095228
                    243,                 1.0427,                 1.0589,                 1.4256,                0.93548,                0.92075,                 0.9686,                0.77362,                0.81806,                0.63693,                 1.2789,              0.0095208,              0.0095208,              0.0095208
                    244,                 1.0788,                 1.0706,                 1.4478,                0.88359,                0.93488,                0.95838,                0.77184,                0.82348,                0.64112,                 1.2819,              0.0095189,              0.0095189,              0.0095189
                    245,                 1.0801,                 1.1114,                 1.4376,                0.92834,                0.94395,                0.97135,                0.78306,                0.80102,                0.62043,                 1.2763,              0.0095169,              0.0095169,              0.0095169
                    246,                 1.0647,                 1.0635,                 1.4232,                0.92183,                0.95318,                0.97194,                0.78779,                0.77089,                0.63976,                 1.2509,              0.0095149,              0.0095149,              0.0095149
                    247,                 1.0713,                 1.0679,                 1.4379,                0.91073,                0.93485,                0.97109,                0.77848,                0.82274,                0.66457,                 1.2873,              0.0095129,              0.0095129,              0.0095129
                    248,                 1.0461,                 1.0492,                 1.4272,                0.90644,                 0.9347,                0.96729,                0.78883,                0.77109,                0.64005,                  1.248,              0.0095109,              0.0095109,              0.0095109
                    249,                 1.0504,                 1.0701,                 1.4342,                0.92408,                0.93988,                0.97094,                0.78253,                0.78705,                0.61889,                 1.2497,               0.009509,               0.009509,               0.009509
                    250,                 1.0511,                 1.0469,                 1.4256,                0.92379,                0.93497,                0.96467,                0.77842,                0.79188,                0.65351,                 1.2484,               0.009507,               0.009507,               0.009507
                    251,                 1.0684,                   1.08,                 1.4312,                0.92498,                0.93222,                0.97552,                0.78739,                0.75969,                 0.6173,                 1.2241,               0.009505,               0.009505,               0.009505
                    252,                 1.0324,                  1.044,                 1.4238,                0.87579,                0.95283,                 0.9624,                0.77311,                0.76073,                0.63863,                 1.2295,               0.009503,               0.009503,               0.009503
                    253,                 1.0737,                 1.0995,                 1.4444,                0.91132,                0.95198,                0.97048,                0.78562,                 0.7777,                0.60969,                 1.2476,               0.009501,               0.009501,               0.009501
                    254,                 1.0579,                 1.0371,                  1.421,                 0.9223,                0.93715,                0.97314,                0.79237,                0.76227,                0.61452,                 1.2351,              0.0094991,              0.0094991,              0.0094991
                    255,                 1.0162,                 1.0117,                 1.3984,                0.92381,                0.92163,                0.96941,                0.80398,                0.73843,                0.60157,                 1.2144,              0.0094971,              0.0094971,              0.0094971
                    256,                 1.0403,                 1.0386,                 1.4123,                 0.9268,                0.91685,                 0.9607,                0.77663,                0.79115,                0.64337,                 1.2488,              0.0094951,              0.0094951,              0.0094951
                    257,                 1.0299,                 1.0469,                 1.4098,                 0.9299,                0.91231,                0.96504,                0.77445,                 0.7853,                 0.6561,                 1.2481,              0.0094931,              0.0094931,              0.0094931
                    258,                  1.019,                 1.0348,                 1.3888,                0.90367,                0.92359,                0.95907,                0.77842,                0.78114,                0.66556,                 1.2418,              0.0094911,              0.0094911,              0.0094911
                    259,                 1.0375,                 1.0145,                 1.4117,                0.93414,                0.91783,                0.96982,                0.79774,                0.75006,                0.63334,                 1.2183,              0.0094892,              0.0094892,              0.0094892
                    260,                 1.0319,                 1.0621,                 1.4053,                0.91035,                0.91857,                0.96241,                0.78605,                 0.7632,                0.63083,                 1.2289,              0.0094872,              0.0094872,              0.0094872
                    261,                 1.0313,                 1.0387,                 1.4077,                0.92806,                0.91927,                0.96889,                0.79289,                0.74842,                0.61597,                 1.2183,              0.0094852,              0.0094852,              0.0094852
                    262,                0.99161,                 1.0026,                 1.3739,                0.90138,                0.94861,                0.97219,                 0.7973,                0.74626,                0.60393,                 1.2161,              0.0094832,              0.0094832,              0.0094832
                    263,                 1.0275,                 1.0214,                 1.4005,                0.91911,                0.94683,                0.97023,                0.80154,                 0.7263,                0.60402,                 1.1995,              0.0094812,              0.0094812,              0.0094812
                    264,                 1.0261,                 1.0255,                 1.3954,                0.92101,                0.93684,                0.96965,                0.79547,                0.73486,                0.61786,                 1.2109,              0.0094793,              0.0094793,              0.0094793
                    265,                 1.0266,                 1.0056,                  1.395,                0.90852,                0.94824,                0.97719,                0.79977,                0.74479,                0.59122,                 1.2123,              0.0094773,              0.0094773,              0.0094773
                    266,                 1.0238,                 1.0478,                 1.3972,                0.90584,                0.92623,                0.96411,                0.78561,                0.77063,                0.61026,                 1.2358,              0.0094753,              0.0094753,              0.0094753
                    267,                0.99327,                 1.0004,                 1.3824,                0.90181,                0.95647,                0.97203,                0.79523,                0.77201,                0.61185,                 1.2418,              0.0094733,              0.0094733,              0.0094733
                    268,                 1.0221,                 1.0026,                 1.4074,                0.90829,                0.95694,                0.97175,                0.80573,                0.75188,                0.62255,                  1.225,              0.0094713,              0.0094713,              0.0094713
                    269,                 1.0318,                 1.0082,                 1.4022,                0.89952,                 0.9584,                0.97245,                0.80271,                0.74213,                0.61191,                 1.2154,              0.0094694,              0.0094694,              0.0094694
                    270,                0.99967,                 1.0293,                 1.3881,                0.92532,                0.93971,                0.97468,                0.80199,                0.73871,                0.59119,                 1.2178,              0.0094674,              0.0094674,              0.0094674
                    271,                 1.0118,                 1.0454,                 1.3936,                0.89757,                 0.9547,                0.97361,                0.79504,                0.73147,                0.60455,                 1.2141,              0.0094654,              0.0094654,              0.0094654
                    272,                0.97165,                0.96885,                 1.3688,                0.93458,                0.95874,                0.97871,                 0.8033,                0.73752,                0.60094,                  1.209,              0.0094634,              0.0094634,              0.0094634
                    273,                 1.0104,                0.99814,                 1.3846,                0.92971,                0.96018,                0.97875,                 0.7998,                0.76008,                0.60864,                 1.2345,              0.0094614,              0.0094614,              0.0094614
                    274,                 1.0108,                 1.0059,                  1.373,                0.93707,                0.93879,                0.97499,                0.80043,                0.75307,                0.58928,                 1.2181,              0.0094595,              0.0094595,              0.0094595
                    275,                0.99201,                0.99738,                 1.3738,                0.91328,                0.94868,                0.97058,                0.80597,                0.72184,                0.59559,                  1.198,              0.0094575,              0.0094575,              0.0094575
                    276,                0.99305,                0.97829,                 1.3892,                0.93329,                0.95684,                0.98209,                0.80385,                0.71169,                0.58466,                 1.1858,              0.0094555,              0.0094555,              0.0094555
                    277,                 1.0125,                 1.0232,                 1.3886,                 0.9319,                0.95526,                 0.9776,                0.79771,                0.73849,                0.58601,                 1.2094,              0.0094535,              0.0094535,              0.0094535
                    278,                0.97413,                0.95997,                 1.3467,                0.94259,                0.93349,                0.97743,                0.80996,                0.70896,                 0.5739,                 1.1784,              0.0094515,              0.0094515,              0.0094515
                    279,                0.97887,                0.97144,                 1.3657,                0.91538,                0.94641,                 0.9761,                0.79904,                0.72373,                0.58665,                 1.1806,              0.0094496,              0.0094496,              0.0094496
                    280,                0.99384,                 1.0139,                 1.3748,                0.95009,                0.94441,                0.97896,                0.81214,                0.71145,                0.60798,                 1.1811,              0.0094476,              0.0094476,              0.0094476
                    281,                0.97658,                0.95979,                 1.3513,                0.92733,                0.95971,                0.97947,                0.81156,                 0.6994,                0.60879,                  1.182,              0.0094456,              0.0094456,              0.0094456
                    282,                0.99203,                0.98372,                 1.3733,                0.93309,                0.94345,                0.97904,                0.80507,                0.74202,                0.58734,                 1.2122,              0.0094436,              0.0094436,              0.0094436
                    283,                0.99872,                0.98456,                 1.3717,                0.92775,                0.94071,                0.97868,                0.80721,                0.72483,                0.56902,                 1.1973,              0.0094416,              0.0094416,              0.0094416
                    284,                 1.0135,                 1.0313,                 1.3888,                0.92461,                0.93798,                0.97229,                0.80323,                0.71142,                0.58438,                  1.187,              0.0094397,              0.0094397,              0.0094397
                    285,                 0.9834,                0.96163,                 1.3585,                 0.9247,                 0.9654,                0.97346,                0.80463,                0.73053,                0.56796,                 1.2024,              0.0094377,              0.0094377,              0.0094377
                    286,                0.98442,                0.97633,                 1.3661,                0.89111,                 0.9688,                 0.9743,                0.81332,                0.69429,                0.57156,                 1.1742,              0.0094357,              0.0094357,              0.0094357
                    287,                0.98107,                0.96641,                 1.3627,                 0.9362,                0.95487,                0.97813,                0.81652,                0.71107,                0.56276,                  1.176,              0.0094337,              0.0094337,              0.0094337
                    288,                0.95774,                0.94855,                 1.3428,                0.94335,                0.91894,                0.97898,                0.81069,                0.71127,                0.57122,                 1.1807,              0.0094317,              0.0094317,              0.0094317
                    289,                 1.0049,                 0.9734,                 1.3659,                0.92355,                0.92033,                0.96542,                0.79718,                0.71147,                0.58009,                 1.1869,              0.0094298,              0.0094298,              0.0094298
                    290,                0.97848,                0.97111,                 1.3619,                0.93511,                0.93015,                0.96945,                0.79785,                0.70707,                0.57261,                 1.1837,              0.0094278,              0.0094278,              0.0094278
                    291,                0.97451,                0.98326,                 1.3474,                0.91284,                0.95489,                0.97327,                0.80071,                0.72563,                0.57846,                 1.1907,              0.0094258,              0.0094258,              0.0094258
                    292,                 0.9748,                0.93836,                 1.3473,                0.94359,                0.93591,                0.97386,                0.81474,                0.71641,                0.56072,                  1.173,              0.0094238,              0.0094238,              0.0094238
                    293,                 1.0016,                0.96966,                 1.3602,                0.92769,                0.93679,                0.97295,                0.80881,                0.72055,                0.57741,                 1.1825,              0.0094218,              0.0094218,              0.0094218
                    294,                 0.9769,                 0.9416,                 1.3461,                0.91923,                0.95939,                0.97898,                0.81984,                0.70134,                0.56441,                 1.1777,              0.0094199,              0.0094199,              0.0094199
                    295,                 0.9678,                0.98966,                 1.3607,                0.92954,                0.95551,                0.97922,                0.82846,                0.69521,                0.55727,                 1.1697,              0.0094179,              0.0094179,              0.0094179
                    296,                0.96549,                0.92855,                  1.347,                0.94409,                0.95019,                0.97926,                0.82921,                0.68577,                0.55263,                 1.1651,              0.0094159,              0.0094159,              0.0094159
                    297,                0.98776,                0.95546,                  1.354,                0.91474,                0.96525,                0.97639,                0.81107,                0.68454,                0.55623,                 1.1672,              0.0094139,              0.0094139,              0.0094139
                    298,                0.98383,                0.97629,                 1.3589,                0.91647,                0.95981,                0.97219,                0.79606,                0.72695,                0.58268,                 1.1841,              0.0094119,              0.0094119,              0.0094119
                    299,                0.95956,                0.95229,                 1.3381,                0.92299,                0.93224,                0.97061,                0.81608,                0.69922,                0.57179,                 1.1632,                0.00941,                0.00941,                0.00941
                    300,                0.94847,                0.94576,                 1.3242,                0.92325,                0.97476,                0.97405,                0.80742,                0.71147,                0.57416,                 1.1691,               0.009408,               0.009408,               0.009408
                    301,                0.96753,                0.95197,                 1.3601,                0.94514,                 0.9462,                0.97625,                0.80421,                0.70453,                0.55818,                  1.179,               0.009406,               0.009406,               0.009406
                    302,                 0.9569,                0.93122,                 1.3243,                0.94603,                0.95532,                0.98111,                  0.806,                0.72296,                0.54531,                 1.2013,               0.009404,               0.009404,               0.009404
                    303,                0.96511,                 0.9521,                 1.3489,                0.92712,                0.96924,                0.97953,                0.81367,                0.69335,                0.57161,                 1.1721,               0.009402,               0.009402,               0.009402
                    304,                0.94982,                0.95423,                 1.3466,                0.92296,                0.95671,                0.97436,                 0.8142,                0.69525,                 0.5467,                 1.1604,              0.0094001,              0.0094001,              0.0094001
                    305,                0.95837,                0.93549,                 1.3386,                0.89836,                 0.9572,                0.96913,                0.81068,                0.68835,                0.54611,                 1.1588,              0.0093981,              0.0093981,              0.0093981
                    306,                0.96815,                0.96218,                 1.3473,                0.94428,                0.95202,                0.97737,                0.82871,                0.65383,                0.52539,                 1.1318,              0.0093961,              0.0093961,              0.0093961
                    307,                0.97598,                0.91771,                 1.3363,                0.93592,                0.95656,                0.97953,                0.82818,                0.65198,                0.52513,                 1.1276,              0.0093941,              0.0093941,              0.0093941
                    308,                0.93512,                0.90886,                  1.301,                0.95239,                0.94496,                0.98248,                0.82399,                0.68182,                0.53435,                  1.147,              0.0093921,              0.0093921,              0.0093921
                    309,                0.95276,                0.93112,                 1.3298,                0.91209,                0.95639,                0.97849,                0.81685,                0.68467,                0.55091,                 1.1473,              0.0093902,              0.0093902,              0.0093902
                    310,                0.96118,                0.92764,                 1.3367,                0.92361,                0.96887,                0.97845,                0.82297,                0.68857,                0.56058,                 1.1569,              0.0093882,              0.0093882,              0.0093882
                    311,                0.94053,                0.94363,                 1.3243,                0.92884,                0.95321,                0.97506,                0.83087,                0.66879,                0.53871,                 1.1339,              0.0093862,              0.0093862,              0.0093862
                    312,                0.94709,                0.90172,                 1.3249,                0.91307,                0.98025,                0.97382,                0.82089,                0.67966,                0.54166,                 1.1366,              0.0093842,              0.0093842,              0.0093842
                    313,                0.95725,                0.92688,                 1.3224,                  0.924,                0.95416,                0.97496,                 0.8171,                0.67563,                 0.5349,                 1.1338,              0.0093822,              0.0093822,              0.0093822
                    314,                0.94636,                0.91188,                 1.3322,                0.92859,                0.95993,                0.97857,                0.80695,                0.69924,                0.55545,                 1.1555,              0.0093803,              0.0093803,              0.0093803
                    315,                 0.9339,                0.90454,                 1.3257,                0.95134,                0.94097,                 0.9832,                0.81633,                0.69481,                0.54582,                 1.1541,              0.0093783,              0.0093783,              0.0093783
                    316,                0.94527,                0.95247,                 1.3131,                0.92311,                0.95877,                 0.9779,                0.82199,                0.68039,                0.54416,                 1.1527,              0.0093763,              0.0093763,              0.0093763
                    317,                0.97176,                0.92809,                  1.326,                0.93271,                0.95558,                0.97459,                0.82088,                0.65638,                0.54336,                 1.1221,              0.0093743,              0.0093743,              0.0093743
                    318,                0.92541,                0.90567,                 1.3136,                0.92571,                0.97654,                0.97637,                0.82512,                0.66322,                0.53774,                 1.1247,              0.0093723,              0.0093723,              0.0093723
                    319,                0.93604,                0.90413,                 1.3265,                 0.9304,                0.96961,                0.98549,                0.82945,                0.67364,                0.53742,                  1.124,              0.0093704,              0.0093704,              0.0093704
                    320,                0.92994,                0.91264,                 1.3184,                0.93603,                0.96997,                0.98305,                0.82593,                0.67014,                0.54244,                 1.1383,              0.0093684,              0.0093684,              0.0093684
                    321,                 0.9346,                0.91272,                 1.3112,                 0.9241,                0.97578,                0.98356,                0.83304,                 0.6668,                0.54174,                 1.1346,              0.0093664,              0.0093664,              0.0093664
                    322,                0.92942,                0.87984,                 1.3029,                0.92348,                0.96623,                0.97902,                0.83334,                0.66179,                0.52171,                  1.136,              0.0093644,              0.0093644,              0.0093644
                    323,                0.94017,                0.88541,                 1.3115,                0.95992,                0.94448,                0.98219,                0.83731,                0.67762,                0.52788,                 1.1505,              0.0093624,              0.0093624,              0.0093624
                    324,                0.90282,                0.90314,                 1.3099,                 0.9359,                0.96727,                0.98018,                0.83452,                 0.6505,                0.54356,                 1.1253,              0.0093605,              0.0093605,              0.0093605
                    325,                0.92806,                0.90695,                 1.3245,                0.93511,                0.97358,                0.97971,                0.83207,                0.66389,                0.54497,                  1.138,              0.0093585,              0.0093585,              0.0093585
                    326,                0.94457,                0.93286,                 1.3412,                0.94972,                0.96228,                0.98135,                0.82865,                0.65412,                0.53776,                 1.1329,              0.0093565,              0.0093565,              0.0093565
                    327,                0.93481,                0.90806,                 1.3147,                0.93323,                0.96781,                0.98051,                0.83465,                0.64445,                0.51494,                 1.1242,              0.0093545,              0.0093545,              0.0093545
                    328,                0.93155,                0.91691,                 1.3327,                0.95055,                 0.9649,                0.98413,                0.84354,                0.63644,                0.50527,                 1.1149,              0.0093525,              0.0093525,              0.0093525
                    329,                0.93624,                0.90584,                 1.3159,                 0.9382,                0.97022,                0.98444,                0.83391,                0.66084,                0.50399,                 1.1248,              0.0093506,              0.0093506,              0.0093506
                    330,                0.93815,                0.94109,                 1.3304,                0.92074,                 0.9698,                0.97894,                 0.8313,                0.65534,                0.52027,                 1.1185,              0.0093486,              0.0093486,              0.0093486
                    331,                0.92141,                0.91168,                 1.3239,                0.92658,                0.96211,                0.97957,                0.83273,                0.66237,                0.53319,                 1.1282,              0.0093466,              0.0093466,              0.0093466
                    332,                0.89402,                 0.8581,                 1.2825,                0.93707,                0.95515,                0.97964,                0.84438,                0.64989,                0.52808,                 1.1166,              0.0093446,              0.0093446,              0.0093446
                    333,                0.91081,                0.88296,                 1.2958,                 0.9404,                 0.9548,                0.97986,                0.84288,                 0.6396,                0.52222,                  1.111,              0.0093426,              0.0093426,              0.0093426
                    334,                 0.8861,                0.86432,                 1.2701,                0.93028,                0.96817,                0.98073,                0.84634,                0.64378,                0.50783,                 1.1176,              0.0093407,              0.0093407,              0.0093407
                    335,                0.92189,                0.90561,                 1.3063,                0.92982,                0.97115,                0.98268,                0.84229,                0.66377,                0.52778,                  1.128,              0.0093387,              0.0093387,              0.0093387
                    336,                0.92275,                0.92162,                 1.3131,                0.95135,                0.94955,                0.98067,                0.82286,                0.70346,                 0.5448,                 1.1506,              0.0093367,              0.0093367,              0.0093367
                    337,                0.91735,                0.87498,                 1.3049,                0.93186,                0.97444,                0.98435,                0.83939,                0.65194,                0.52174,                 1.1267,              0.0093347,              0.0093347,              0.0093347
                    338,                0.91811,                0.88821,                 1.3085,                0.95894,                0.94642,                0.98468,                0.84274,                0.65054,                0.51964,                 1.1295,              0.0093327,              0.0093327,              0.0093327
                    339,                0.91979,                0.88269,                 1.3029,                0.93463,                0.96649,                0.98493,                0.84125,                0.63811,                0.52392,                 1.1108,              0.0093308,              0.0093308,              0.0093308
                    340,                0.90039,                0.87483,                 1.3009,                0.94652,                0.96144,                0.98201,                0.84235,                0.64161,                0.51671,                 1.1161,              0.0093288,              0.0093288,              0.0093288
                    341,                0.90102,                0.87064,                 1.3021,                0.93929,                0.95711,                0.98411,                0.83672,                0.64788,                0.51375,                 1.1172,              0.0093268,              0.0093268,              0.0093268
                    342,                0.90771,                0.89891,                 1.3094,                0.95746,                0.97296,                0.98538,                0.85019,                0.62129,                0.50383,                 1.1011,              0.0093248,              0.0093248,              0.0093248
                    343,                0.86523,                0.83244,                 1.2755,                0.96361,                0.96253,                0.98565,                0.85258,                0.60984,                0.47826,                 1.0894,              0.0093228,              0.0093228,              0.0093228
                    344,                0.91358,                0.89213,                 1.2933,                0.93746,                0.96921,                0.97896,                0.84164,                0.62114,                0.49092,                 1.0943,              0.0093209,              0.0093209,              0.0093209
                    345,                 0.9317,                0.91844,                 1.3082,                0.94637,                0.96703,                0.98285,                 0.8439,                0.62888,                0.49011,                 1.0958,              0.0093189,              0.0093189,              0.0093189
                    346,                0.90502,                0.86349,                 1.2798,                0.94789,                0.96451,                0.98377,                0.83157,                0.64903,                0.50732,                 1.1065,              0.0093169,              0.0093169,              0.0093169
                    347,                0.90494,                0.86875,                 1.2776,                0.94883,                0.95679,                0.98549,                0.84302,                0.62874,                0.47917,                 1.0945,              0.0093149,              0.0093149,              0.0093149
                    348,                0.90544,                0.85642,                 1.2854,                0.94223,                0.95867,                0.98219,                0.84586,                0.61313,                0.49569,                 1.0834,              0.0093129,              0.0093129,              0.0093129
                    349,                 0.8812,                  0.849,                 1.2609,                0.94214,                0.96964,                0.98414,                0.84504,                0.62176,                  0.509,                 1.0963,               0.009311,               0.009311,               0.009311
                    350,                0.91042,                0.86933,                 1.2808,                0.93856,                0.97217,                0.98678,                 0.8478,                0.61527,                0.49004,                  1.092,               0.009309,               0.009309,               0.009309
                    351,                0.90055,                0.88026,                 1.2878,                0.94187,                0.97686,                0.98645,                0.85296,                0.60714,                0.48875,                  1.081,               0.009307,               0.009307,               0.009307
                    352,                 0.8562,                0.81851,                 1.2553,                0.96026,                0.96192,                0.98591,                 0.8554,                0.60909,                0.47438,                 1.0776,               0.009305,               0.009305,               0.009305
