                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    489,                0.77553,                0.70892,                 1.1845,                0.96384,                0.97576,                0.98955,                0.89223,                0.48988,                0.39454,                0.97287,              0.0090338,              0.0090338,              0.0090338
                    490,                0.76009,                0.69447,                 1.1616,                0.96774,                0.97736,                0.99128,                0.89759,                0.48918,                0.39281,                0.97306,              0.0090318,              0.0090318,              0.0090318
                    491,                0.77966,                0.71625,                 1.1778,                0.97107,                0.98175,                0.99248,                0.89987,                0.47933,                 0.3797,                0.96571,              0.0090298,              0.0090298,              0.0090298
                    492,                0.76817,                0.70175,                 1.1721,                0.96965,                0.98425,                0.99243,                 0.9014,                0.47804,                0.37913,                 0.9658,              0.0090278,              0.0090278,              0.0090278
                    493,                0.74493,                0.69891,                 1.1732,                0.96483,                0.98822,                0.99184,                0.90416,                0.48752,                 0.3735,                 0.9725,              0.0090258,              0.0090258,              0.0090258
                    494,                0.76658,                0.69956,                 1.1806,                0.96676,                 0.9842,                0.99263,                0.90626,                0.47949,                0.36837,                0.97059,              0.0090239,              0.0090239,              0.0090239
                    495,                0.76274,                0.67778,                 1.1838,                0.96689,                0.99299,                0.99288,                0.90462,                0.48297,                0.36546,                0.96915,              0.0090219,              0.0090219,              0.0090219
                    496,                0.76394,                0.68922,                 1.1721,                0.97177,                0.99075,                0.99339,                0.90598,                 0.4724,                0.36451,                0.96398,              0.0090199,              0.0090199,              0.0090199
                    497,                0.74026,                0.66878,                 1.1493,                0.96811,                0.99068,                0.99246,                 0.9034,                0.47158,                0.36444,                0.96496,              0.0090179,              0.0090179,              0.0090179
                    498,                0.74315,                0.65963,                 1.1499,                 0.9687,                 0.9833,                0.99224,                0.90339,                0.47748,                0.36712,                0.96869,              0.0090159,              0.0090159,              0.0090159
                    499,                0.74964,                0.69828,                 1.1614,                0.97956,                0.97409,                0.99314,                 0.9018,                0.49061,                0.36554,                0.97769,               0.009014,               0.009014,               0.009014
                    500,                0.75039,                0.67091,                 1.1553,                0.97154,                0.98082,                0.99212,                0.90192,                0.48143,                0.36622,                 0.9708,               0.009012,               0.009012,               0.009012
                    501,                0.73444,                0.66368,                 1.1596,                0.96853,                0.98188,                0.99257,                0.89769,                0.48395,                0.36456,                0.96897,                0.00901,                0.00901,                0.00901
                    502,                0.77863,                0.68741,                 1.1827,                0.97269,                0.98488,                0.99305,                0.89611,                0.48898,                 0.3709,                  0.974,               0.009008,               0.009008,               0.009008
                    503,                0.77796,                0.70695,                 1.1795,                0.97132,                0.98853,                0.99333,                0.90204,                0.47431,                0.37261,                0.96606,               0.009006,               0.009006,               0.009006
                    504,                0.75138,                0.67448,                 1.1709,                0.96931,                0.98953,                 0.9932,                0.89671,                0.48102,                0.37385,                0.96862,              0.0090041,              0.0090041,              0.0090041
                    505,                0.74542,                0.68289,                  1.155,                0.97338,                0.98506,                0.99256,                0.89624,                0.48818,                0.37889,                0.97231,              0.0090021,              0.0090021,              0.0090021
                    506,                 0.7457,                0.69509,                 1.1582,                0.97084,                0.98472,                0.99197,                0.90098,                0.48247,                0.37783,                0.96873,              0.0090001,              0.0090001,              0.0090001
                    507,                0.75899,                0.70254,                 1.1744,                 0.9715,                0.98008,                 0.9908,                0.90169,                0.48219,                0.38837,                0.97243,              0.0089981,              0.0089981,              0.0089981
                    508,                0.73111,                0.68211,                 1.1562,                  0.983,                0.97943,                 0.9917,                0.89846,                0.47901,                0.37475,                0.96751,              0.0089961,              0.0089961,              0.0089961
                    509,                0.74197,                 0.6606,                 1.1539,                0.97935,                0.98117,                0.99294,                0.89806,                0.47569,                0.37055,                0.95861,              0.0089942,              0.0089942,              0.0089942
                    510,                0.75266,                0.67392,                 1.1515,                0.96112,                0.97837,                0.99301,                0.90326,                0.48544,                0.37347,                0.96499,              0.0089922,              0.0089922,              0.0089922
                    511,                0.77398,                0.72399,                 1.1683,                0.97782,                0.97531,                0.99194,                0.89726,                0.48838,                0.37591,                0.96746,              0.0089902,              0.0089902,              0.0089902
                    512,                0.76177,                0.67934,                 1.1616,                0.97717,                0.98112,                0.99164,                0.90478,                0.47929,                0.36625,                0.96747,              0.0089882,              0.0089882,              0.0089882
                    513,                0.74111,                0.65312,                 1.1353,                0.97456,                0.98412,                0.99219,                0.90309,                0.48159,                0.36396,                 0.9697,              0.0089862,              0.0089862,              0.0089862
                    514,                0.73719,                0.66514,                 1.1503,                0.98386,                0.97546,                0.99234,                0.90544,                 0.4769,                 0.3568,                0.96336,              0.0089843,              0.0089843,              0.0089843
                    515,                0.72044,                0.66272,                 1.1462,                0.97807,                 0.9867,                0.99262,                0.90333,                0.49129,                0.35899,                0.97299,              0.0089823,              0.0089823,              0.0089823
                    516,                0.75771,                0.67448,                 1.1615,                 0.9762,                0.99003,                0.99301,                0.89858,                0.48595,                0.36298,                0.96821,              0.0089803,              0.0089803,              0.0089803
                    517,                0.76194,                0.69388,                 1.1711,                0.96283,                0.99502,                 0.9926,                0.89986,                0.48192,                0.36846,                0.96806,              0.0089783,              0.0089783,              0.0089783
                    518,                0.73239,                 0.6736,                 1.1485,                0.96878,                0.98763,                0.99184,                0.90557,                 0.4693,                 0.3742,                 0.9586,              0.0089763,              0.0089763,              0.0089763
                    519,                0.75622,                0.67456,                 1.1559,                0.96724,                0.99001,                0.99287,                0.90735,                0.46062,                0.36504,                0.95462,              0.0089744,              0.0089744,              0.0089744
                    520,                 0.7328,                0.66678,                 1.1512,                0.97789,                0.99223,                0.99165,                0.90207,                0.45764,                0.36087,                0.95273,              0.0089724,              0.0089724,              0.0089724
                    521,                0.74357,                0.68857,                 1.1536,                0.98038,                0.99156,                0.99378,                0.90501,                0.47363,                0.36483,                 0.9678,              0.0089704,              0.0089704,              0.0089704
                    522,                0.74843,                0.69137,                 1.1649,                0.98007,                0.98913,                0.99454,                0.91078,                0.46865,                0.35473,                0.96475,              0.0089684,              0.0089684,              0.0089684
                    523,                  0.728,                0.69423,                 1.1437,                0.98458,                0.98521,                0.99425,                0.90903,                0.47448,                0.36198,                  0.963,              0.0089664,              0.0089664,              0.0089664
                    524,                0.73983,                0.66374,                 1.1494,                0.97278,                0.99112,                0.99244,                0.90781,                0.47243,                0.36309,                0.96102,              0.0089645,              0.0089645,              0.0089645
                    525,                0.73989,                0.67677,                  1.159,                0.98179,                0.98223,                0.99242,                0.90712,                0.46899,                 0.3603,                0.95608,              0.0089625,              0.0089625,              0.0089625
                    526,                0.73662,                0.65433,                 1.1504,                0.98095,                0.97331,                0.99229,                0.90638,                0.47154,                0.36381,                0.95969,              0.0089605,              0.0089605,              0.0089605
                    527,                0.72833,                0.68784,                 1.1516,                0.98406,                0.97941,                0.99347,                0.90775,                0.46742,                0.36072,                0.95468,              0.0089585,              0.0089585,              0.0089585
                    528,                0.73392,                0.67594,                 1.1471,                0.98538,                0.97655,                0.99354,                0.90546,                0.46414,                0.36262,                0.95116,              0.0089565,              0.0089565,              0.0089565
                    529,                0.73212,                0.65885,                 1.1429,                0.97502,                 0.9828,                0.99297,                0.90573,                0.47104,                0.36747,                 0.9538,              0.0089546,              0.0089546,              0.0089546
                    530,                0.72436,                0.69383,                 1.1506,                0.97402,                0.98405,                0.99205,                0.89854,                0.47085,                0.35734,                0.95566,              0.0089526,              0.0089526,              0.0089526
                    531,                0.73605,                0.67041,                 1.1507,                0.96674,                0.98681,                0.99209,                0.90535,                0.45845,                0.35721,                  0.949,              0.0089506,              0.0089506,              0.0089506
                    532,                0.73209,                 0.6532,                 1.1444,                0.97636,                0.98528,                0.99399,                0.91114,                0.45278,                0.35513,                0.94931,              0.0089486,              0.0089486,              0.0089486
                    533,                 0.7421,                0.67971,                 1.1551,                0.98083,                0.98014,                0.99327,                0.91115,                0.45638,                0.36179,                 0.9513,              0.0089466,              0.0089466,              0.0089466
                    534,                0.74568,                0.66008,                  1.144,                0.98089,                0.98246,                 0.9933,                0.91103,                0.46145,                0.35739,                0.95232,              0.0089447,              0.0089447,              0.0089447
                    535,                0.71674,                0.64723,                 1.1304,                0.97403,                0.98422,                0.99328,                0.91132,                0.45764,                0.34744,                 0.9495,              0.0089427,              0.0089427,              0.0089427
                    536,                0.73765,                0.66945,                 1.1521,                0.97676,                0.97982,                0.99353,                0.91403,                0.46086,                0.35008,                 0.9464,              0.0089407,              0.0089407,              0.0089407
                    537,                0.74753,                0.66567,                 1.1508,                0.97138,                0.98703,                0.99304,                0.91415,                0.46727,                0.36068,                0.94932,              0.0089387,              0.0089387,              0.0089387
                    538,                0.71849,                0.63954,                 1.1394,                0.97441,                0.97758,                 0.9933,                0.91224,                0.46222,                0.35667,                0.94691,              0.0089367,              0.0089367,              0.0089367
                    539,                0.72513,                0.64686,                 1.1369,                0.96872,                 0.9822,                0.99269,                0.90783,                0.46683,                0.35996,                0.95519,              0.0089348,              0.0089348,              0.0089348
                    540,                0.71142,                0.64689,                 1.1435,                0.98187,                0.98422,                0.99255,                0.91253,                0.45671,                0.35619,                0.95307,              0.0089328,              0.0089328,              0.0089328
                    541,                0.71232,                0.63316,                 1.1432,                0.97556,                0.98499,                0.99289,                0.91397,                0.45821,                0.35302,                0.95058,              0.0089308,              0.0089308,              0.0089308
                    542,                 0.7343,                0.65314,                 1.1503,                0.98179,                0.98387,                0.99271,                0.91148,                0.46437,                0.35408,                0.95449,              0.0089288,              0.0089288,              0.0089288
                    543,                 0.7375,                0.66312,                 1.1423,                0.98366,                0.98629,                0.99309,                0.91425,                 0.4672,                0.35592,                0.96046,              0.0089268,              0.0089268,              0.0089268
                    544,                0.74579,                0.66006,                 1.1595,                0.98507,                0.98795,                0.99368,                0.91474,                0.45428,                0.34797,                 0.9541,              0.0089249,              0.0089249,              0.0089249
                    545,                0.70879,                0.64752,                 1.1297,                 0.9837,                0.98797,                0.99397,                0.91721,                0.44975,                0.35289,                0.95282,              0.0089229,              0.0089229,              0.0089229
                    546,                0.73399,                0.67244,                 1.1495,                0.98497,                0.98175,                0.99365,                0.91143,                0.47461,                0.35597,                0.96471,              0.0089209,              0.0089209,              0.0089209
                    547,                0.71215,                0.62258,                 1.1319,                0.97895,                0.99376,                0.99409,                0.91164,                0.46368,                0.34661,                0.95289,              0.0089189,              0.0089189,              0.0089189
                    548,                0.71584,                0.65274,                 1.1427,                 0.9813,                0.99399,                0.99395,                0.90895,                 0.4514,                0.34619,                0.94682,              0.0089169,              0.0089169,              0.0089169
                    549,                 0.7139,                0.63055,                 1.1274,                0.97738,                0.98591,                0.99375,                0.91015,                   0.45,                0.35054,                0.94836,               0.008915,               0.008915,               0.008915
                    550,                0.70676,                0.62742,                 1.1254,                0.97811,                 0.9887,                0.99401,                0.91655,                0.44166,                0.34038,                0.94326,               0.008913,               0.008913,               0.008913
                    551,                0.71045,                0.63904,                 1.1182,                0.98411,                0.98789,                  0.994,                0.91446,                0.45182,                0.34333,                0.94577,               0.008911,               0.008911,               0.008911
                    552,                0.72959,                0.64396,                 1.1364,                0.97979,                0.99166,                0.99335,                0.91065,                0.45854,                0.34807,                0.94819,               0.008909,               0.008909,               0.008909
                    553,                0.72969,                0.66693,                 1.1481,                0.98166,                0.98261,                0.99332,                0.91635,                 0.4502,                0.34912,                0.94326,               0.008907,               0.008907,               0.008907
                    554,                0.70559,                0.62655,                 1.1274,                0.98399,                 0.9833,                 0.9939,                 0.9198,                0.44455,                0.33942,                0.94095,              0.0089051,              0.0089051,              0.0089051
                    555,                0.73443,                0.63799,                 1.1399,                0.98405,                0.98769,                  0.994,                0.91645,                 0.4447,                0.33343,                0.94367,              0.0089031,              0.0089031,              0.0089031
                    556,                0.68865,                0.62553,                 1.1281,                0.97475,                0.98783,                0.99398,                0.91792,                0.43973,                0.33624,                0.93955,              0.0089011,              0.0089011,              0.0089011
                    557,                0.68649,                0.62745,                 1.1153,                0.96976,                0.99299,                0.99375,                0.91828,                0.44391,                0.33836,                0.94109,              0.0088991,              0.0088991,              0.0088991
                    558,                0.72245,                0.63739,                 1.1258,                0.97384,                0.98725,                0.99331,                0.91703,                0.45431,                 0.3417,                0.94307,              0.0088971,              0.0088971,              0.0088971
                    559,                0.70663,                0.62576,                 1.1332,                0.98579,                0.98618,                0.99364,                0.91301,                0.44511,                0.33573,                0.93655,              0.0088952,              0.0088952,              0.0088952
                    560,                0.70938,                0.63939,                 1.1346,                0.97978,                0.98821,                0.99329,                0.91652,                0.44124,                0.33717,                0.93631,              0.0088932,              0.0088932,              0.0088932
                    561,                0.72322,                 0.6439,                 1.1322,                0.98659,                0.98682,                0.99403,                0.91501,                0.44509,                0.33595,                0.94181,              0.0088912,              0.0088912,              0.0088912
                    562,                0.71542,                0.64198,                 1.1301,                0.99083,                0.98516,                0.99421,                0.91653,                 0.4457,                0.33407,                0.93816,              0.0088892,              0.0088892,              0.0088892
                    563,                0.71937,                0.63223,                 1.1401,                0.99045,                0.98498,                0.99408,                0.91708,                0.44025,                0.33851,                0.93783,              0.0088872,              0.0088872,              0.0088872
                    564,                0.70444,                0.63019,                 1.1125,                 0.9897,                0.98373,                0.99405,                0.91679,                0.43255,                 0.3369,                0.93703,              0.0088853,              0.0088853,              0.0088853
                    565,                0.70954,                0.63915,                 1.1234,                0.98535,                0.98108,                0.99369,                0.92014,                0.43374,                0.34093,                0.93782,              0.0088833,              0.0088833,              0.0088833
                    566,                0.69931,                0.62732,                 1.1277,                0.98419,                0.98377,                0.99336,                0.91549,                0.43348,                0.33619,                0.93842,              0.0088813,              0.0088813,              0.0088813
                    567,                0.72432,                0.65868,                 1.1318,                0.98743,                0.99031,                0.99438,                0.91864,                0.42385,                0.32835,                0.92961,              0.0088793,              0.0088793,              0.0088793
                    568,                0.71832,                0.63113,                 1.1352,                 0.9887,                0.98716,                0.99414,                0.91587,                0.43184,                0.32924,                0.93206,              0.0088773,              0.0088773,              0.0088773
                    569,                0.71113,                0.63563,                 1.1256,                0.98437,                0.98676,                0.99385,                0.91386,                0.43135,                0.33313,                0.93319,              0.0088754,              0.0088754,              0.0088754
                    570,                0.70531,                0.60911,                 1.1256,                0.98326,                0.98666,                0.99419,                0.91904,                0.42563,                0.33456,                0.92988,              0.0088734,              0.0088734,              0.0088734
                    571,                0.71001,                0.62846,                  1.113,                0.98298,                0.99066,                0.99392,                0.92119,                0.42811,                0.33181,                0.92919,              0.0088714,              0.0088714,              0.0088714
                    572,                 0.6956,                0.60657,                 1.1127,                0.98469,                0.98463,                0.99369,                0.92473,                0.41934,                0.33309,                0.92487,              0.0088694,              0.0088694,              0.0088694
                    573,                0.71489,                0.63678,                 1.1311,                 0.9835,                0.97792,                0.99322,                0.92714,                0.41683,                 0.3375,                0.92324,              0.0088674,              0.0088674,              0.0088674
                    574,                0.70267,                0.62944,                 1.1272,                0.97478,                0.98432,                0.99285,                0.92353,                0.42575,                0.33285,                0.92638,              0.0088655,              0.0088655,              0.0088655
                    575,                0.70204,                0.64042,                 1.1362,                0.98297,                0.98864,                0.99345,                0.92213,                0.42484,                0.33179,                0.92404,              0.0088635,              0.0088635,              0.0088635
                    576,                0.69959,                0.65326,                 1.1276,                0.98035,                0.98506,                0.99326,                0.91937,                0.42653,                 0.3335,                0.92561,              0.0088615,              0.0088615,              0.0088615
                    577,                0.71222,                0.63175,                 1.1396,                0.97768,                0.97323,                0.99279,                0.91157,                0.43818,                0.33989,                0.93515,              0.0088595,              0.0088595,              0.0088595
                    578,                 0.7023,                0.63522,                 1.1251,                0.97573,                0.98346,                0.99255,                0.91533,                0.43495,                0.33257,                0.93214,              0.0088575,              0.0088575,              0.0088575
                    579,                0.70031,                0.61577,                 1.1357,                0.98783,                0.97785,                0.99412,                0.92457,                0.43277,                0.32867,                0.93292,              0.0088556,              0.0088556,              0.0088556
                    580,                0.71997,                0.65297,                 1.1305,                 0.9825,                0.98791,                0.99412,                0.92327,                0.42926,                0.32655,                0.93308,              0.0088536,              0.0088536,              0.0088536
                    581,                0.68777,                0.60183,                 1.1097,                0.97858,                0.99058,                0.99393,                0.92007,                 0.4258,                0.32367,                0.92883,              0.0088516,              0.0088516,              0.0088516
                    582,                0.68631,                0.61613,                 1.1175,                0.98823,                0.98382,                 0.9936,                0.92523,                0.42668,                0.32184,                0.92914,              0.0088496,              0.0088496,              0.0088496
                    583,                0.69435,                0.61543,                 1.1205,                0.98702,                 0.9852,                0.99371,                0.92514,                 0.4336,                0.32445,                0.93244,              0.0088476,              0.0088476,              0.0088476
                    584,                0.67433,                0.61072,                 1.1088,                0.98448,                0.98841,                0.99312,                0.92561,                 0.4244,                 0.3289,                0.92984,              0.0088457,              0.0088457,              0.0088457
                    585,                0.71531,                0.63727,                  1.126,                0.98536,                0.98903,                0.99306,                0.92531,                 0.4184,                0.32783,                0.92384,              0.0088437,              0.0088437,              0.0088437
                    586,                0.72446,                0.64622,                 1.1267,                0.98366,                0.98439,                0.99311,                0.92502,                0.42555,                0.32923,                0.92783,              0.0088417,              0.0088417,              0.0088417
                    587,                0.69116,                0.63755,                 1.1227,                0.98379,                0.98557,                0.99339,                0.92156,                0.42724,                0.32657,                0.92947,              0.0088397,              0.0088397,              0.0088397
                    588,                  0.714,                0.64844,                 1.1289,                0.98227,                0.98395,                0.99329,                0.92225,                0.42437,                0.32855,                0.92723,              0.0088377,              0.0088377,              0.0088377
                    589,                0.70404,                0.63168,                  1.119,                0.98308,                0.99149,                0.99446,                0.92142,                0.42494,                 0.3267,                0.92749,              0.0088358,              0.0088358,              0.0088358
                    590,                0.68285,                0.62676,                 1.1021,                0.98185,                0.99116,                0.99423,                0.92188,                0.42171,                0.32261,                0.92532,              0.0088338,              0.0088338,              0.0088338
                    591,                 0.7258,                0.65201,                 1.1426,                 0.9812,                0.99398,                0.99376,                0.91719,                0.41932,                0.32582,                0.92259,              0.0088318,              0.0088318,              0.0088318
                    592,                0.69485,                0.62387,                 1.1042,                0.97393,                0.99534,                0.99308,                0.91995,                0.42425,                0.33335,                0.92356,              0.0088298,              0.0088298,              0.0088298
                    593,                0.68251,                0.60757,                 1.1083,                0.98109,                0.98414,                0.99382,                0.92192,                0.41715,                0.32843,                 0.9199,              0.0088278,              0.0088278,              0.0088278
                    594,                0.68802,                0.59191,                 1.1014,                0.98678,                0.98342,                0.99419,                0.92173,                0.41865,                0.32814,                0.92139,              0.0088259,              0.0088259,              0.0088259
                    595,                0.67807,                0.61053,                 1.1072,                0.98263,                0.98473,                0.99373,                0.92328,                0.42015,                0.32579,                0.92531,              0.0088239,              0.0088239,              0.0088239
                    596,                0.69729,                0.62363,                 1.1285,                0.98634,                0.98492,                0.99395,                0.91998,                0.42056,                0.32292,                0.92675,              0.0088219,              0.0088219,              0.0088219
                    597,                0.71073,                0.63192,                 1.1269,                0.98646,                 0.9859,                0.99375,                0.91956,                0.42138,                0.32625,                0.92667,              0.0088199,              0.0088199,              0.0088199
                    598,                0.68104,                0.61824,                 1.1233,                0.98453,                 0.9834,                0.99377,                0.91217,                0.42322,                0.32531,                0.92808,              0.0088179,              0.0088179,              0.0088179
                    599,                 0.6955,                0.63555,                 1.1254,                0.98988,                0.98252,                0.99401,                0.91368,                0.41716,                0.32056,                0.92502,               0.008816,               0.008816,               0.008816
                    600,                0.69873,                0.62621,                 1.1257,                0.98638,                0.98605,                0.99403,                0.91746,                0.41866,                0.32601,                0.92466,               0.008814,               0.008814,               0.008814
                    601,                0.69003,                 0.6139,                 1.1071,                0.98159,                0.98857,                 0.9934,                0.91676,                0.41761,                0.32791,                0.92313,               0.008812,               0.008812,               0.008812
                    602,                0.68937,                0.59377,                 1.0947,                0.97972,                0.98978,                0.99298,                0.91587,                0.41744,                0.32755,                0.92457,                0.00881,                0.00881,                0.00881
                    603,                0.69365,                0.60841,                  1.132,                0.99121,                0.98463,                0.99376,                0.92148,                0.41182,                0.32328,                0.92006,               0.008808,               0.008808,               0.008808
                    604,                0.69376,                0.60454,                 1.1145,                0.98933,                0.98484,                0.99351,                0.92284,                0.41263,                0.32443,                0.91864,              0.0088061,              0.0088061,              0.0088061
                    605,                0.69607,                 0.6232,                 1.1225,                0.98624,                0.98592,                  0.994,                0.92441,                0.41434,                0.31979,                0.91993,              0.0088041,              0.0088041,              0.0088041
                    606,                0.68735,                0.63575,                 1.1247,                0.98536,                0.98788,                0.99458,                0.92976,                0.41032,                0.31661,                0.91933,              0.0088021,              0.0088021,              0.0088021
                    607,                0.66712,                0.59377,                 1.0957,                0.98854,                0.98835,                 0.9944,                0.92731,                0.40773,                0.31665,                0.91911,              0.0088001,              0.0088001,              0.0088001
                    608,                0.66613,                 0.6016,                 1.1009,                 0.9869,                0.98842,                0.99406,                0.92673,                  0.409,                0.32054,                0.91817,              0.0087981,              0.0087981,              0.0087981
                    609,                 0.6923,                0.61926,                  1.117,                0.98022,                0.99384,                0.99417,                0.92595,                0.40976,                 0.3205,                 0.9158,              0.0087962,              0.0087962,              0.0087962
                    610,                0.68157,                 0.5948,                 1.0954,                0.98542,                0.99043,                0.99403,                0.92329,                0.41483,                 0.3151,                0.91618,              0.0087942,              0.0087942,              0.0087942
                    611,                0.68467,                0.61796,                 1.1205,                0.98351,                0.99312,                0.99429,                0.92614,                0.41273,                0.31379,                 0.9139,              0.0087922,              0.0087922,              0.0087922
                    612,                0.66925,                0.60363,                 1.1038,                0.98566,                0.98879,                 0.9944,                0.92937,                0.41192,                0.30916,                0.91092,              0.0087902,              0.0087902,              0.0087902
                    613,                0.69429,                0.62938,                 1.1209,                0.98582,                0.98991,                0.99449,                0.93111,                 0.4171,                0.31322,                0.91324,              0.0087882,              0.0087882,              0.0087882
                    614,                0.68322,                0.60261,                 1.1044,                0.98789,                0.99012,                0.99478,                0.93398,                0.40705,                0.31036,                0.91091,              0.0087863,              0.0087863,              0.0087863
                    615,                0.68184,                0.63203,                 1.1218,                0.98328,                0.99196,                0.99454,                0.93406,                0.39949,                0.31347,                0.90986,              0.0087843,              0.0087843,              0.0087843
                    616,                0.68247,                0.60071,                 1.1072,                0.98822,                0.98341,                0.99449,                0.93238,                0.40464,                0.31624,                0.91111,              0.0087823,              0.0087823,              0.0087823
                    617,                0.68942,                0.62165,                 1.1236,                  0.978,                0.99137,                0.99431,                0.92768,                0.40864,                0.31334,                0.91364,              0.0087803,              0.0087803,              0.0087803
                    618,                0.67099,                0.59345,                 1.0976,                0.98852,                0.99011,                0.99433,                 0.9258,                0.40355,                0.31613,                0.91403,              0.0087783,              0.0087783,              0.0087783
                    619,                0.67682,                0.60968,                 1.1031,                0.98433,                0.99224,                0.99443,                0.93003,                0.40406,                0.31236,                0.91496,              0.0087764,              0.0087764,              0.0087764
                    620,                0.69366,                0.64227,                 1.1242,                0.98738,                0.99107,                0.99447,                0.93081,                0.40868,                0.31669,                0.92107,              0.0087744,              0.0087744,              0.0087744
                    621,                0.68253,                0.61701,                 1.1173,                0.98273,                0.99361,                0.99453,                0.93079,                0.40056,                0.31166,                0.91606,              0.0087724,              0.0087724,              0.0087724
                    622,                0.67063,                0.58493,                 1.0972,                0.98085,                0.99376,                0.99443,                0.93092,                0.39757,                 0.3093,                0.91222,              0.0087704,              0.0087704,              0.0087704
